Standard-based Integration of Heterogeneous Large-scale DNA Microarray Data for Improving Reusability.
('Standard-based', 'Standard-based', 'JJ', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('distribution', 'distribution', 'NN', 'B-NP', 'O')
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('process,', 'process,', 'NN', 'I-NP', 'O')
('guarantee', 'guarantee', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('quality', 'quality', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('factor.', 'factor.', 'NN', 'I-NP', 'O')
We trimmed twotailed 5% values of the distribution in each Sample to remove outliers before selection of training data.
('We', 'We', 'PRP', 'B-NP', 'O')
('trimmed', 'trim', 'VBD', 'B-VP', 'O')
('twotailed', 'twotailed', 'JJ', 'B-NP', 'O')
('5%', '5%', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('remove', 'remove', 'VB', 'I-VP', 'O')
('outliers', 'outlier', 'NNS', 'B-NP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('selection', 'selection', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('training', 'training', 'NN', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
We extracted 188 GEO Samples for three criteria and emailed to data submitters of 12 Samples, the rest of the data set.
('We', 'We', 'PRP', 'B-NP', 'O')
('extracted', 'extract', 'VBD', 'B-VP', 'O')
('188', '188', 'CD', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('criteria', 'criterion', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('emailed', 'emaile', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('submitters', 'submitter', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('12', '12', 'CD', 'B-NP', 'O')
('Samples,', 'Samples,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rest', 'rest', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
As a result, 190 Samples are determined as training set (96 Loglike transformed data, and 94 Notlog transformed data).
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('result,', 'result,', 'JJ', 'I-NP', 'O')
('190', '190', 'CD', 'I-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('training', 'training', 'NN', 'B-NP', 'B-protein')
('set', 'set', 'VBN', 'B-VP', 'I-protein')
('(96', '(96', 'CD', 'B-NP', 'I-protein')
('Loglike', 'Loglike', 'IN', 'B-PP', 'O')
('transformed', 'transform', 'VBN', 'B-NP', 'O')
('data,', 'data,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('94', '94', 'CD', 'B-NP', 'O')
('Notlog', 'Notlog', 'NN', 'I-NP', 'O')
('transformed', 'transform', 'VBD', 'B-VP', 'O')
('data).', 'data).', 'NN', 'B-NP', 'O')
Learning process for classification modelWe determined the features that can explain a difference between two classes to create a classification model.
('Learning', 'Learn', 'VBG', 'B-VP', 'O')
('process', 'process', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('modelWe', 'modelWe', 'NN', 'I-NP', 'O')
('determined', 'determine', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('features', 'feature', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('explain', 'explain', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('classes', 'class', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('create', 'create', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
The first one is the difference of the skewness values between original distribution and its loglike transformed distribution (DSD).
('The', 'The', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('one', 'one', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('skewness', 'skewness', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('original', 'original', 'JJ', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('loglike', 'loglike', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('(DSD).', '(DSD).', 'NNP', 'I-NP', 'O')
Skewness is a measure of the asym  metry of the data of the probability distribution.
('Skewness', 'Skewness', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('measure', 'measure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('asym', 'asym', 'NN', 'I-NP', 'O')
('metry', 'metry', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('distribution.', 'distribution.', 'NN', 'I-NP', 'O')
where χi is each value of the distribution and x represents the mean value of the distribution.
('where', 'where', 'WRB', 'B-ADVP', 'O')
('χi', 'χi', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('x', 'x', 'NN', 'I-NP', 'O')
('represents', 'represent', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution.', 'distribution.', 'NN', 'I-NP', 'O')
n is the number of values in the distribution.
('n', 'n', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('values', 'value', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution.', 'distribution.', 'NN', 'I-NP', 'O')
If expression values of raw data are loglike transformed, the skewness of original distribution is changed remarkably (Fig.
('If', 'If', 'IN', 'B-SBAR', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('raw', 'raw', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('loglike', 'loglike', 'JJ', 'B-NP', 'O')
('transformed,', 'transformed,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('skewness', 'skewness', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('original', 'original', 'JJ', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('changed', 'change', 'VBN', 'I-VP', 'O')
('remarkably', 'remarkably', 'RB', 'B-ADVP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
However, if those of loglike transformed data are log-like transformed again, the skewness is changed slightly.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('loglike', 'loglike', 'JJ', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('log-like', 'log-like', 'JJ', 'B-ADJP', 'O')
('transformed', 'transform', 'VBN', 'B-VP', 'O')
('again,', 'again,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('skewness', 'skewness', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('changed', 'change', 'VBN', 'I-VP', 'O')
('slightly.', 'slightly.', 'RB', 'B-ADVP', 'O')
This characteristic makes the feature available for the classification model.
('This', 'This', 'DT', 'B-NP', 'O')
('characteristic', 'characteristic', 'NN', 'I-NP', 'O')
('makes', 'make', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('feature', 'feature', 'NN', 'I-NP', 'O')
('available', 'available', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
Second, a maximum value of data (MD) is concerned.
('Second,', 'Second,', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('maximum', 'maximum', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('(MD)', '(MD)', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('concerned.', 'concerned.', 'VBN', 'I-VP', 'O')
Common image scanners generate typically 16bit Tagged Information File Format (TIFF) images.
('Common', 'Common', 'JJ', 'B-NP', 'O')
('image', 'image', 'NN', 'I-NP', 'O')
('scanners', 'scanner', 'NNS', 'I-NP', 'O')
('generate', 'generate', 'VBP', 'B-VP', 'O')
('typically', 'typically', 'RB', 'I-VP', 'O')
('16bit', '16bit', 'VBN', 'I-VP', 'O')
('Tagged', 'Tagged', 'NNP', 'B-NP', 'O')
('Information', 'Information', 'NNP', 'I-NP', 'O')
('File', 'File', 'NNP', 'I-NP', 'O')
('Format', 'Format', 'NNP', 'I-NP', 'O')
('(TIFF)', '(TIFF)', 'NNP', 'I-NP', 'O')
('images.', 'images.', 'NN', 'I-NP', 'O')
Therefore, the log-like transformed data have rarely over 16.
('Therefore,', 'Therefore,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('log-like', 'log-like', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('rarely', 'rarely', 'RB', 'B-ADVP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('16.', '16.', 'CD', 'B-NP', 'O')
On the other hand, raw data can have values more than thousands.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('hand,', 'hand,', 'NN', 'I-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('values', 'value', 'NNS', 'B-NP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('thousands.', 'thousands.', 'NNS', 'B-NP', 'O')
Since the maximum value can be a good factor for the classification process, we include this feature.
('Since', 'Since', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('maximum', 'maximum', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('good', 'good', 'JJ', 'I-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('process,', 'process,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('feature.', 'feature.', 'NN', 'I-NP', 'O')
To determine the classification model, we adopted the logistic regression method with these features.
('To', 'To', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model,', 'model,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('adopted', 'adopt', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('logistic', 'logistic', 'JJ', 'I-NP', 'O')
('regression', 'regression', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('features.', 'features.', 'NNS', 'I-NP', 'O')
where y is defined as above and xk,i is the value of features of ith GEO Sample data.
('where', 'where', 'WRB', 'B-ADVP', 'O')
('y', 'y', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('defined', 'define', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('above', 'above', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('xk,i', 'xk,i', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('features', 'feature', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('ith', 'ith', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
k is the number of features and n is the number of GEO Samples.
('k', 'k', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('features', 'feature', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('n', 'n', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('Samples.', 'Samples.', 'NNP', 'I-NP', 'O')
The logistic regression has several strengths.
('The', 'The', 'DT', 'B-NP', 'O')
('logistic', 'logistic', 'JJ', 'I-NP', 'O')
('regression', 'regression', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('strengths.', 'strengths.', 'NNS', 'I-NP', 'O')
1) It is not restricted to data.
('1)', '1)', 'LS', 'B-LST', 'O')
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('restricted', 'restricted', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('data.', 'data.', 'VB', 'I-VP', 'O')
2) It can represent the model easily.
('2)', '2)', 'LS', 'B-LST', 'O')
('It', 'It', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('represent', 'represent', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('easily.', 'easily.', 'RB', 'B-ADVP', 'O')
3) It can classify the data into each group with ease.
('3)', '3)', 'LS', 'B-LST', 'O')
('It', 'It', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('classify', 'classify', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('ease.', 'ease.', 'NN', 'B-NP', 'O')
4) It finds the best explanatory variable.
('4)', '4)', 'LS', 'B-LST', 'O')
('It', 'It', 'PRP', 'B-NP', 'O')
('finds', 'find', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('best', 'good', 'JJS', 'I-NP', 'O')
('explanatory', 'explanatory', 'JJ', 'I-NP', 'O')
('variable.', 'variable.', 'NN', 'I-NP', 'O')
We can predict the class, log-like transformed or not for any GEO Sample data using the output computed by the model.
('We', 'We', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('predict', 'predict', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('class,', 'class,', 'NN', 'I-NP', 'O')
('log-like', 'log-like', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'B-VP', 'O')
('or', 'or', 'CC', 'O', 'O')
('not', 'not', 'RB', 'O', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('output', 'output', 'NN', 'I-NP', 'O')
('computed', 'compute', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
If y is the positive value, the data is classified as loglike transformed data.
('If', 'If', 'IN', 'B-SBAR', 'O')
('y', 'y', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('positive', 'positive', 'JJ', 'I-NP', 'O')
('value,', 'value,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('loglike', 'loglike', 'JJ', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
If y is the negative value, it is classified as not log-like transformed data.
('If', 'If', 'IN', 'B-SBAR', 'O')
('y', 'y', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('negative', 'negative', 'JJ', 'I-NP', 'O')
('value,', 'value,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('not', 'not', 'RB', 'B-NP', 'O')
('log-like', 'log-like', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
Set-wise validation of classification result10 Sample data excluded from 200 Sample data were used to validate the classification model.
('Set-wise', 'Set-wise', 'JJ', 'B-NP', 'O')
('validation', 'validation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('result10', 'result10', 'CD', 'I-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('excluded', 'exclude', 'VBD', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('200', '200', 'CD', 'B-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('validate', 'validate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
We performed classification of 10 data and case-study of its result.
('We', 'We', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('10', '10', 'CD', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('case-study', 'case-study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('result.', 'result.', 'NN', 'I-NP', 'O')
A GEO Series is a group of related GEO Samples.
('A', 'A', 'DT', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('related', 'related', 'JJ', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('Samples.', 'Samples.', 'NNP', 'I-NP', 'O')
Thus, we can assume that Samples in a Series should be classified as same class.
('Thus,', 'Thus,', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('assume', 'assume', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('Samples', 'Sample', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('class.', 'class.', 'NNS', 'I-NP', 'O')
However, it is found that Samples are classified with different class in a Series.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('Samples', 'Sample', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series.', 'Series.', 'NN', 'I-NP', 'O')
To solve this case, we adopted simple voting method and classified Samples in a Series as a class with which Samples are classified more.
('To', 'To', 'TO', 'B-VP', 'O')
('solve', 'solve', 'VB', 'I-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('case,', 'case,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('adopted', 'adopt', 'VBD', 'B-VP', 'O')
('simple', 'simple', 'JJ', 'B-NP', 'O')
('voting', 'voting', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('classified', 'classify', 'VBN', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('more.', 'more.', 'JJR', 'B-ADJP', 'O')
As an amount of GEO data grows exponentially, we need to update the data continuously.
('As', 'As', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('amount', 'amount', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('grows', 'grow', 'VBZ', 'B-VP', 'O')
('exponentially,', 'exponentially,', 'NN', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('need', 'need', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('update', 'update', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('continuously.', 'continuously.', 'VBP', 'B-VP', 'O')
For incremental update, we extract a list of GEO accession numbers and release date in our database.
('For', 'For', 'IN', 'B-PP', 'O')
('incremental', 'incremental', 'JJ', 'B-NP', 'O')
('update,', 'update,', 'IN', 'B-SBAR', 'O')
