Prediction Model for the Cellular Immortalization and Transformation Potentials of Cell SubstratesThe establishment of DNA microarray technology has enabled high-throughput analysis and molecular profiling of various types of cancers.
('Prediction', 'Prediction', 'NN', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('assessed', 'assess', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('LOOCV', 'LOOCV', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'O', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('hundred', 'hundred', 'CD', 'I-NP', 'O')
('percent', 'percent', 'NN', 'I-NP', 'O')
('accurate', 'accurate', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('analyzed.', 'analyzed.', 'NN', 'I-NP', 'O')
We also validated our prediction model using microarray data from four H-ras-transfected transformed cell lines and they were correctly classified as a transformed class.
('We', 'We', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('validated', 'validate', 'VBD', 'B-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('four', 'four', 'CD', 'B-NP', 'O')
('H-ras-transfected', 'H-ras-transfected', 'JJ', 'I-NP', 'B-cell_line')
('transformed', 'transform', 'VBN', 'I-NP', 'I-cell_line')
('cell', 'cell', 'NN', 'I-NP', 'I-cell_line')
('lines', 'line', 'NNS', 'I-NP', 'I-cell_line')
('and', 'and', 'CC', 'O', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('correctly', 'correctly', 'RB', 'I-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('class.', 'class.', 'NN', 'I-NP', 'O')
In order to visualize selected biomarkers, we performed hierarchical clustering of 13 gene with average linkage and Manhattan distance measures for a total 16 sets of microarray data (Fig.
('In', 'In', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('visualize', 'visualize', 'VB', 'I-VP', 'O')
('selected', 'select', 'VBN', 'B-NP', 'O')
('biomarkers,', 'biomarkers,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('hierarchical', 'hierarchical', 'JJ', 'B-NP', 'O')
('clustering', 'clustering', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('13', '13', 'CD', 'B-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('with', 'with', 'IN', 'B-PP', 'O')
('average', 'average', 'JJ', 'B-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Manhattan', 'Manhattan', 'NNP', 'B-NP', 'O')
('distance', 'distance', 'NN', 'I-NP', 'O')
('measures', 'measure', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('16', '16', 'CD', 'I-NP', 'O')
('sets', 'set', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'B-protein')
3).
('3).', '3).', 'LS', 'B-LST', 'O')
The heat map illustrated that datafrom H-ras v12 -transfected transformed cell (H-ras V12 ) data were closely clustered with c-myc+H-ras vi2 calss.
('The', 'The', 'DT', 'B-NP', 'O')
('heat', 'heat', 'NN', 'I-NP', 'O')
('map', 'map', 'NN', 'I-NP', 'O')
('illustrated', 'illustrate', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-cell_line')
('v12', 'v12', 'NN', 'I-NP', 'I-cell_line')
('-transfected', '-transfected', 'JJ', 'I-NP', 'I-cell_line')
('transformed', 'transform', 'VBN', 'I-NP', 'I-cell_line')
('cell', 'cell', 'NN', 'I-NP', 'I-cell_line')
('(H-ras', '(H-ras', 'NN', 'I-NP', 'O')
('V12', 'V12', 'NN', 'I-NP', 'O')
(')', ')', ')', 'O', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('closely', 'closely', 'RB', 'I-VP', 'O')
('clustered', 'cluster', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('c-myc+H-ras', 'c-myc+H-ras', 'NN', 'B-NP', 'O')
('vi2', 'vi2', 'NN', 'I-NP', 'O')
('calss.', 'calss.', 'NN', 'I-NP', 'O')
We have created composite profiles for an in vitroimmortalization and transformation model, which wasconfirmed    by    in    vivo    tumorigenecity    assays.
('We', 'We', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('created', 'create', 'VBN', 'I-VP', 'O')
('composite', 'composite', 'JJ', 'B-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('in', 'in', 'FW', 'I-NP', 'O')
('vitro', 'vitro', 'FW', 'I-NP', 'O')
('immortalization', 'immortalization', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'B-protein')
('model,', 'model,', 'NN', 'I-NP', 'I-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('confirmed', 'confirm', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('in', 'in', 'FW', 'B-NP', 'O')
('vivo', 'vivo', 'FW', 'I-NP', 'O')
('tumorigenecity', 'tumorigenecity', 'NN', 'I-NP', 'O')
('assays.', 'assays.', 'NN', 'I-NP', 'O')
Using    the multivariate    permutation    F-test    (95%    confidence,    FDR <0.01), we found 8,751 differentially expressed genes for our     immortalization/transformation     model.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('multivariate', 'multivariate', 'JJ', 'I-NP', 'O')
('permutation', 'permutation', 'NN', 'I-NP', 'O')
('F-test', 'F-test', 'NN', 'I-NP', 'O')
('(95%', '(95%', 'NN', 'I-NP', 'O')
('confidence,', 'confidence,', 'VBD', 'B-VP', 'O')
('FDR', 'FDR', 'NN', 'B-NP', 'B-protein')
('<0.01),', '<0.01),', 'NN', 'I-NP', 'I-protein')
('we', 'we', 'PRP', 'B-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('8,751', '8,751', 'CD', 'B-NP', 'B-DNA')
('differentially', 'differentially', 'RB', 'I-NP', 'I-DNA')
('expressed', 'express', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('immortalization/transformation', 'immortalization/transformation', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
In     c-myc- transfected “immortalized” cells, we found signatures of known immortalization markers related to telomere and transforming growth factor signaling.
('In', 'In', 'IN', 'B-PP', 'O')
('c-myc-', 'c-myc-', 'NN', 'B-NP', 'B-protein')
('transfected', 'transfecte', 'VBN', 'I-NP', 'I-protein')
('“immortalized”', '“immortalized”', 'NN', 'I-NP', 'I-protein')
('cells,', 'cells,', 'NNS', 'I-NP', 'I-protein')
('we', 'we', 'PRP', 'B-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('signatures', 'signature', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('known', 'know', 'VBN', 'B-NP', 'O')
('immortalization', 'immortalization', 'NN', 'I-NP', 'B-protein')
('markers', 'marker', 'NNS', 'I-NP', 'I-protein')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('telomere', 'telomere', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('transforming', 'transform', 'VBG', 'B-VP', 'O')
('growth', 'growth', 'NN', 'B-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('signaling.', 'signaling.', 'NN', 'I-NP', 'O')
A comparison of the known targets for c-myc revealed that many were also regulated by H-ras V12 .
('A', 'A', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('known', 'known', 'JJ', 'I-NP', 'O')
('targets', 'target', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('c-myc', 'c-myc', 'NN', 'B-NP', 'B-DNA')
('revealed', 'reveal', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
('.', '.', '.', 'O', 'O')
In the case of Gadd45a, c-myc alone could suppress its expression while the co-expression of H-ras V12 caused a reversal of this suppression.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Gadd45a,', 'Gadd45a,', 'NN', 'B-NP', 'B-protein')
('c-myc', 'c-myc', 'NN', 'I-NP', 'I-protein')
('alone', 'alone', 'RB', 'B-ADVP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('suppress', 'suppress', 'VB', 'I-VP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('co-expression', 'co-expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
('caused', 'cause', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reversal', 'reversal', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('suppression.', 'suppression.', 'NN', 'I-NP', 'O')
To enhance the power of analysis of this sysem, more profiles on cell lines and cancer tissues need to be divulged.
('To', 'To', 'TO', 'B-VP', 'O')
('enhance', 'enhance', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('analysis', 'analysis', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('sysem,', 'sysem,', 'NN', 'I-NP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('cell', 'cell', 'NN', 'B-NP', 'B-cell_line')
('lines', 'line', 'NNS', 'I-NP', 'I-cell_line')
('and', 'and', 'CC', 'O', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('tissues', 'tissue', 'NNS', 'I-NP', 'O')
('need', 'need', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('divulged.', 'divulged.', 'NN', 'B-NP', 'O')
Based on the wrapper approach we were able to select 13 genes to establish a prediction model for immortalization and transformation, which gave perfect accuracy in calssifyingH-ras v12 -transfected cells as a transformed class.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('wrapper', 'wrapper', 'NN', 'I-NP', 'O')
('approach', 'approach', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('select', 'select', 'VB', 'I-VP', 'O')
('13', '13', 'CD', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('to', 'to', 'TO', 'B-VP', 'O')
('establish', 'establish', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('immortalization', 'immortalization', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('transformation,', 'transformation,', 'NN', 'I-NP', 'B-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('gave', 'give', 'VBD', 'B-VP', 'O')
('perfect', 'perfect', 'JJ', 'B-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('calssifying', 'calssifye', 'VBG', 'B-VP', 'B-cell_line')
('H-ras', 'H-ras', 'NN', 'B-NP', 'I-cell_line')
('v12', 'v12', 'NN', 'I-NP', 'I-cell_line')
('-transfected', '-transfected', 'JJ', 'I-NP', 'I-cell_line')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_line')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('class.', 'class.', 'NN', 'I-NP', 'O')
