Estimating the Genetic Epidemiology Parameters of Selected Cancers in Korea Population - The Korean Twin Study -The Korean Twin Register (n=154,783 pairs) wasreported in 2002 as the first nationwide twin study in Korea and the largest study in Asia.
('Estimating', 'Estimate', 'VBG', 'B-VP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'B-ADJP', 'O')
('2).', '2).', 'CD', 'B-NP', 'O')
There were total of 699 stomach cancer, 438 breast cancer, and 491 colorectal cancer cases, which fell in the operational case definition of the study.
('There', 'There', 'EX', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('total', 'total', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('699', '699', 'CD', 'B-NP', 'O')
('stomach', 'stomach', 'NN', 'I-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('438', '438', 'CD', 'I-NP', 'O')
('breast', 'breast', 'NN', 'I-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('491', '491', 'CD', 'B-NP', 'O')
('colorectal', 'colorectal', 'JJ', 'I-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('cases,', 'cases,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('fell', 'fall', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('operational', 'operational', 'JJ', 'I-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
Familial recurrence risk for opposite-sex twins could not be calculated owing to lack of concordantly affectedpairs.
('Familial', 'Familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('opposite-sex', 'opposite-sex', 'NN', 'B-NP', 'B-protein')
('twins', 'twin', 'NNS', 'I-NP', 'I-protein')
('could', 'could', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('owing', 'owe', 'VBG', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('lack', 'lack', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('concordantly', 'concordantly', 'RB', 'B-NP', 'O')
('affected', 'affect', 'VBN', 'I-NP', 'O')
('pairs.', 'pairs.', 'NNS', 'I-NP', 'O')
The familial recurrence risk for like-sex twins (X L s)were estimated to be 6.5 (men, 95% Cl 4.0-9.9) and 5.1 (women, 95% Cl 3.7 - 6.9) for stomach cancer, 15.5 (95% Cl 10.9-20.2) for female breast cancer, 18.4 (men, 95% Cl 12.6-25.1) and 40.7 (women, 95% Cl 34.6-47.4) for colorectal cancer (Table 3).
('The', 'The', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('(X', '(X', 'NN', 'I-NP', 'B-protein')
('L', 'L', 'NN', 'I-NP', 'I-protein')
('s)', 's)', 'NN', 'I-NP', 'I-protein')
('were', 'be', 'VBD', 'B-VP', 'O')
('estimated', 'estimate', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('6.5', '6.5', 'CD', 'B-NP', 'O')
('(men,', '(men,', 'IN', 'I-NP', 'O')
('95%', '95%', 'CD', 'I-NP', 'O')
('Cl', 'Cl', 'NN', 'I-NP', 'O')
('4.0-9.9)', '4.0-9.9)', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('5.1', '5.1', 'CD', 'I-NP', 'O')
('(women,', '(women,', 'VBD', 'B-VP', 'O')
('95%', '95%', 'CD', 'B-NP', 'O')
('Cl', 'Cl', 'NN', 'I-NP', 'O')
('3.7', '3.7', 'CD', 'B-NP', 'O')
('-', '-', 'HYPH', 'I-NP', 'O')
('6.9)', '6.9)', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('15.5', '15.5', 'CD', 'I-NP', 'O')
('(95%', '(95%', 'NN', 'I-NP', 'O')
('Cl', 'Cl', 'NN', 'I-NP', 'O')
('10.9-20.2)', '10.9-20.2)', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('female', 'female', 'JJ', 'B-NP', 'O')
('breast', 'breast', 'NN', 'I-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('18.4', '18.4', 'CD', 'I-NP', 'O')
('(men,', '(men,', 'VBD', 'B-VP', 'O')
('95%', '95%', 'CD', 'B-NP', 'O')
('Cl', 'Cl', 'NN', 'I-NP', 'O')
('12.6-25.1)', '12.6-25.1)', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('40.7', '40.7', 'CD', 'I-NP', 'O')
('(women,', '(women,', 'VBD', 'B-VP', 'O')
('95%', '95%', 'CD', 'B-NP', 'O')
('Cl', 'Cl', 'NN', 'I-NP', 'O')
('34.6-47.4)', '34.6-47.4)', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'I-NP', 'O')
('3).', '3).', 'CD', 'I-NP', 'O')
This means, if one twin was affected above cancers the co-twin has increased risks by the factor of the familial recurrence risk compared with that of the general population.
('This', 'This', 'DT', 'B-NP', 'O')
('means,', 'means,', 'NN', 'I-NP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('twin', 'twin', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('above', 'above', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('co-twin', 'co-twin', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('increased', 'increase', 'VBN', 'I-VP', 'O')
('risks', 'risk', 'NNS', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('general', 'general', 'JJ', 'I-NP', 'O')
('population.', 'population.', 'NN', 'I-NP', 'O')
Stomach cancer did not demonstrate significant sex difference in the familial recurrence risk.
('Stomach', 'Stomach', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('did', 'do', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('demonstrate', 'demonstrate', 'VB', 'I-VP', 'O')
('significant', 'significant', 'JJ', 'B-NP', 'O')
('sex', 'sex', 'NN', 'I-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk.', 'risk.', 'NN', 'I-NP', 'O')
However, for colorectal cancer, the familial recurrence risk in women was significantly greater than that of men.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADJP', 'O')
('greater', 'great', 'JJR', 'I-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('men.', 'men.', 'NN', 'B-NP', 'O')
Because X is a parameter which is determined by both the concordance rate and the population prevalence, if the disease has high prevalence, the value is underestimated.
('Because', 'Because', 'IN', 'B-SBAR', 'O')
('X', 'X', 'NN', 'B-NP', 'B-DNA')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('parameter', 'parameter', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('prevalence,', 'prevalence,', 'VBD', 'B-VP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-ADJP', 'O')
('prevalence,', 'prevalence,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('underestimated.', 'underestimated.', 'JJ', 'B-ADJP', 'O')
A logarithmic scale of X values were plotted against the logarithm of prevalence, which can directly show the position in terms of heritability (Fig.
('A', 'A', 'DT', 'B-NP', 'O')
('logarithmic', 'logarithmic', 'JJ', 'I-NP', 'O')
('scale', 'scale', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('plotted', 'plot', 'VBN', 'I-VP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('logarithm', 'logarithm', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('prevalence,', 'prevalence,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('directly', 'directly', 'RB', 'I-VP', 'O')
('show', 'show', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('position', 'position', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('terms', 'term', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
Breast cancer of women showed less genetic effects than colorectal cancer in terms of X, but breast cancer and colorectal cancers demonstrated same level of genetic contribution when they were plotted logarithmic scale, implying similar level of heritability.
('Breast', 'Breast', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('less', 'less', 'RBR', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('terms', 'term', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('X,', 'X,', 'NN', 'B-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('demonstrated', 'demonstrate', 'VBD', 'B-VP', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('contribution', 'contribution', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('plotted', 'plot', 'VBN', 'I-VP', 'O')
('logarithmic', 'logarithmic', 'JJ', 'B-NP', 'O')
('scale,', 'scale,', 'NN', 'I-NP', 'O')
('implying', 'imply', 'VBG', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heritability.', 'heritability.', 'NN', 'B-NP', 'O')
However, the absolute level of heritability in Fig.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
2 can not be applied, since the familial recurrence risks were measured from like-sex twins not from siblings.
('2', '2', 'LS', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('applied,', 'applied,', 'NN', 'B-NP', 'O')
('since', 'since', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risks', 'risk', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('measured', 'measure', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('not', 'not', 'RB', 'O', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('siblings.', 'siblings.', 'NN', 'B-NP', 'O')
Familial recurrence risk it self was not new, but first introduced to the linkage analysis to discover genetic variation in 1990 by Risch (Cavalli-Sforza, 1978; Risch, 1990a).
('Familial', 'Familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('self', 'self', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('new,', 'new,', 'NN', 'B-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('first', 'first', 'RB', 'B-VP', 'O')
('introduced', 'introduce', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('discover', 'discover', 'VB', 'I-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('variation', 'variation', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('1990', '1990', 'CD', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('Risch', 'Risch', 'NNP', 'B-NP', 'O')
('(Cavalli-Sforza,', '(Cavalli-Sforza,', 'NNP', 'I-NP', 'O')
('1978;', '1978;', 'DT', 'B-NP', 'O')
('Risch,', 'Risch,', 'NNP', 'I-NP', 'O')
('1990a).', '1990a).', 'CD', 'I-NP', 'O')
The parameter is particularly useful for common complex diseases when the mode of transmission is not understood, or when the penetrance is very low.
('The', 'The', 'DT', 'B-NP', 'O')
('parameter', 'parameter', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('particularly', 'particularly', 'RB', 'B-ADJP', 'O')
('useful', 'useful', 'JJ', 'I-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('common', 'common', 'JJ', 'B-NP', 'O')
('complex', 'complex', 'NN', 'I-NP', 'O')
('diseases', 'disease', 'NNS', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mode', 'mode', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('transmission', 'transmission', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('understood,', 'understood,', 'VB', 'I-VP', 'O')
('or', 'or', 'CC', 'O', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('penetrance', 'penetrance', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('very', 'very', 'RB', 'B-ADJP', 'O')
('low.', 'low.', 'JJ', 'I-ADJP', 'O')
Familial recurrence risk (X) differs from classical heritability in several points; Familial recurrence risk (X) is dependent on the specific familial relationship while heritability is not, X can be calculated given specific family relationship and population data while heritability need at least more than two different family relationships to be measured, X represents two genetic parameters - frequency of genetic variation (as prevalence in general population) and the effect size of the genetic variation while heritability is determined by the relative influence of genetic and environmental contributions.
('Familial', 'Familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('(X)', '(X)', 'NN', 'I-NP', 'O')
('differs', 'differ', 'VBZ', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('classical', 'classical', 'JJ', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('points;', 'points;', 'NN', 'I-NP', 'O')
('Familial', 'Familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('(X)', '(X)', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('dependent', 'dependent', 'JJ', 'B-ADJP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('specific', 'specific', 'JJ', 'I-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not,', 'not,', 'NN', 'B-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('given', 'give', 'VBN', 'B-PP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('family', 'family', 'NN', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('population', 'population', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('need', 'need', 'VBP', 'B-VP', 'O')
('at', 'at', 'IN', 'B-ADVP', 'O')
('least', 'least', 'JJS', 'I-ADVP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('than', 'than', 'IN', 'I-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('family', 'family', 'NN', 'I-NP', 'O')
('relationships', 'relationship', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('measured,', 'measured,', 'NN', 'B-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'O')
('represents', 'represent', 'VBZ', 'B-VP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('-', '-', ':', 'O', 'O')
('frequency', 'frequency', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('variation', 'variation', 'NN', 'I-NP', 'O')
('(as', '(a', 'VBZ', 'B-VP', 'O')
('prevalence', 'prevalence', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('general', 'general', 'JJ', 'B-NP', 'O')
('population)', 'population)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('variation', 'variation', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('relative', 'relative', 'JJ', 'I-NP', 'O')
('influence', 'influence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('contributions.', 'contributions.', 'NNS', 'I-NP', 'O')
X can be exaggerated when the prevalence of the disease is low, underestimated when it is high.
('X', 'X', 'NN', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('exaggerated', 'exaggerate', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('low,', 'low,', 'NN', 'B-NP', 'O')
('underestimated', 'underestimate', 'VBN', 'B-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('high.', 'high.', 'RB', 'B-ADVP', 'O')
The logarithmic plotting in Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('logarithmic', 'logarithmic', 'JJ', 'I-NP', 'O')
('plotting', 'plotting', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
2 can linearly indicate relative genetic position between the X and heritability.
('2', '2', 'LS', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('linearly', 'linearly', 'RB', 'I-VP', 'O')
('indicate', 'indicate', 'VB', 'I-VP', 'O')
('relative', 'relative', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('position', 'position', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'B-DNA')
('and', 'and', 'CC', 'I-NP', 'O')
('heritability.', 'heritability.', 'NN', 'I-NP', 'O')
However, the reference heritability levelsare for Xs (familial recurrence risk of siblings) and not for X jwin , each heritability value of cancers only has relative meanings to each others (Cavalli-Sforza, 1978).
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('levels', 'level', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('Xs', 'X', 'NNS', 'B-NP', 'B-DNA')
('(familial', '(familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('siblings)', 'siblings)', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'B-PP', 'O')
('not', 'not', 'RB', 'B-PP', 'O')
('for', 'for', 'IN', 'I-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('jwin', 'jwin', 'NN', 'I-NP', 'O')
(',', ',', ',', 'O', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('relative', 'relative', 'JJ', 'B-NP', 'O')
('meanings', 'meaning', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('others', 'other', 'NNS', 'I-NP', 'O')
('(Cavalli-Sforza,', '(Cavalli-Sforza,', 'NN', 'B-NP', 'B-protein')
('1978).', '1978).', 'CD', 'I-NP', 'I-protein')
Against this background, we cannot exactly estimate heritabilities of selected cancers but relative order of them, which show similar level of heritability between colorectal cancer and breast cancer, higher heritability for colorectal cancer of women, and lower heritability for stomach cancer.
('Against', 'Against', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('background,', 'background,', 'NN', 'I-NP', 'O')
