Nomogram for Predicting Survival for Oral Squamous Cell Carcinoma.
('Nomogram', 'Nomogram', 'NN', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('characteristics', 'characteristic', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('early', 'early', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('advanced', 'advanced', 'JJ', 'I-NP', 'O')
('stages.', 'stages.', 'NNS', 'I-NP', 'O')
In this case, identification of the predictable model for each stratified groups could be more reliable.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('case,', 'case,', 'NN', 'I-NP', 'O')
('identification', 'identification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('predictable', 'predictable', 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('stratified', 'stratify', 'VBN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('reliable.', 'reliable.', 'NN', 'I-NP', 'O')
In addition, no significant factors were detected in the advanced group when we performed multivariate analysis for each groups.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'NN', 'B-NP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('detected', 'detect', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('advanced', 'advanced', 'JJ', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('multivariate', 'multivariate', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('groups.', 'groups.', 'NN', 'I-NP', 'O')
Therefore, we developed and validated a nomogram for predicting 5-year and 10year survival probability of OSCC patients in the early stage that underwent surgical resection.
('Therefore,', 'Therefore,', 'RB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('developed', 'develop', 'VBD', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('validated', 'validate', 'VBD', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('predicting', 'predict', 'VBG', 'B-VP', 'O')
('5-year', '5-year', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10year', '10year', 'JJ', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC', 'OSCC', 'NN', 'B-NP', 'O')
('patients', 'patient', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('underwent', 'undergo', 'VBD', 'B-VP', 'O')
('surgical', 'surgical', 'JJ', 'B-NP', 'O')
('resection.', 'resection.', 'NN', 'I-NP', 'O')
The nomogram predicts the probability of survival with a concordance index of 0.72.
('The', 'The', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('predicts', 'predict', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('survival', 'survival', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('index', 'index', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0.72.', '0.72.', 'CD', 'B-NP', 'O')
In this study, grade was found to be a key prognostic factor in the early stage group, while it was not significant in the advanced group.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('grade', 'grade', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('key', 'key', 'JJ', 'I-NP', 'B-protein')
('prognostic', 'prognostic', 'JJ', 'I-NP', 'I-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('group,', 'group,', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('significant', 'significant', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('advanced', 'advance', 'VBN', 'I-NP', 'O')
('group.', 'group.', 'NN', 'I-NP', 'O')
p53 was slightly significant in the early stage (p=0.0857), which was previously shown not to be able to predict the progression of OSCC (Smith et al., 2009).
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('slightly', 'slightly', 'RB', 'B-ADJP', 'O')
('significant', 'significant', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('(p=0.0857),', '(p=0.0857),', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('previously', 'previously', 'RB', 'I-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('predict', 'predict', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('progression', 'progression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC', 'OSCC', 'NNP', 'B-NP', 'O')
('(Smith', '(Smith', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
However, we included p53 in the predictive model when constructing the nomogram, and explored the influence of p53.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('included', 'include', 'VBD', 'B-VP', 'O')
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('constructing', 'construct', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram,', 'nomogram,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('explored', 'explore', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('influence', 'influence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('p53.', 'p53.', 'NN', 'B-NP', 'B-protein')
In this analysis, p53 was shown to be significant in the nomogram, and its high expression was correlated with the increased probability of survival even though it did not improve the cindex.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('analysis,', 'analysis,', 'NN', 'I-NP', 'O')
('p53', 'p53', 'NN', 'I-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('significant', 'significant', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram,', 'nomogram,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('correlated', 'correlate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('increased', 'increase', 'VBN', 'I-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('survival', 'survival', 'NN', 'B-NP', 'O')
('even', 'even', 'RB', 'B-SBAR', 'O')
('though', 'though', 'IN', 'I-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('did', 'do', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('improve', 'improve', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cindex.', 'cindex.', 'NN', 'I-NP', 'O')
To evaluate the constructed nomogram, we determined whether the total points calculated by the nomogram could be used as a predictive factor, besides the cindex.
('To', 'To', 'TO', 'B-VP', 'O')
('evaluate', 'evaluate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('constructed', 'construct', 'VBN', 'I-NP', 'O')
('nomogram,', 'nomogram,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('determined', 'determine', 'VBD', 'B-VP', 'O')
('whether', 'whether', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('calculated', 'calculate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('factor,', 'factor,', 'NN', 'I-NP', 'O')
('besides', 'besides', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cindex.', 'cindex.', 'NN', 'I-NP', 'O')
The mean value of the total points was 116.5, and we divided patients into two groups using this value.
('The', 'The', 'DT', 'B-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('116.5,', '116.5,', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('divided', 'divide', 'VBD', 'B-VP', 'O')
('patients', 'patient', 'NNS', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
A new marker based on the total points was determined to be a significant factor in the survival model (p＜0.05).
('A', 'A', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('(p＜0.05).', '(p＜0.05).', '.', 'O', 'O')
Therefore, a factor based on the total points can be a novel predictive marker.
('Therefore,', 'Therefore,', 'RB', 'B-ADVP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('novel', 'novel', 'JJ', 'I-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('marker.', 'marker.', 'NN', 'I-NP', 'O')
In addition, the randomization of patients in clinical trials by composite risk factors specific to OSCC would be possible using the nomogram.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('randomization', 'randomization', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('patients', 'patient', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('trials', 'trial', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('composite', 'composite', 'JJ', 'B-NP', 'B-protein')
('risk', 'risk', 'NN', 'I-NP', 'I-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('specific', 'specific', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('OSCC', 'OSCC', 'NN', 'B-NP', 'B-protein')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('possible', 'possible', 'JJ', 'B-ADJP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram.', 'nomogram.', 'NN', 'I-NP', 'O')
This nomogram would be a useful tool for physicians who have to make decisions in the diagnosis of OSCC patients.
('This', 'This', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('useful', 'useful', 'JJ', 'I-NP', 'O')
('tool', 'tool', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('physicians', 'physician', 'NNS', 'B-NP', 'O')
('who', 'who', 'WP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('decisions', 'decision', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnosis', 'diagnosis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC', 'OSCC', 'NN', 'B-NP', 'O')
('patients.', 'patients.', 'NNS', 'I-NP', 'O')
For example, a patient with high expression of p53, G2 and T2 stage squamous cell carcinoma of the oral tongue is predicted to have a 79.8% and 60.7% probability of 5year and 10year survival, respectively.
('For', 'For', 'IN', 'B-PP', 'O')
('example,', 'example,', 'NN', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('patient', 'patient', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('p53,', 'p53,', 'NN', 'B-NP', 'B-protein')
('G2', 'G2', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('T2', 'T2', 'NN', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('squamous', 'squamous', 'JJ', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('carcinoma', 'carcinoma', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('oral', 'oral', 'JJ', 'I-NP', 'O')
('tongue', 'tongue', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('predicted', 'predict', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('79.8%', '79.8%', 'NN', 'I-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('60.7%', '60.7%', 'JJ', 'I-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('5year', '5year', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('10year', '10year', 'VB', 'B-VP', 'O')
('survival,', 'survival,', 'NN', 'B-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
If the physicians can accurately estimate the probability of survival, they could be able to improve the life of patients by choosing more appropriate treatment.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('physicians', 'physician', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('accurately', 'accurately', 'RB', 'I-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('survival,', 'survival,', 'NN', 'B-NP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('improve', 'improve', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('life', 'life', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('patients', 'patient', 'NNS', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('choosing', 'choose', 'VBG', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('appropriate', 'appropriate', 'JJ', 'I-NP', 'O')
('treatment.', 'treatment.', 'NN', 'I-NP', 'O')
In this study, we constructed a predictive nomogram for the early stage of OSCC, based on a sample size   of 40.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('constructed', 'construct', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC,', 'OSCC,', 'NN', 'B-NP', 'B-protein')
('based', 'base', 'VBN', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('40.', '40.', 'CD', 'B-NP', 'O')
This sample size may not be large enough to construct a predictive model.
('This', 'This', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('large', 'large', 'JJ', 'B-ADJP', 'O')
('enough', 'enough', 'RB', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('construct', 'construct', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
In addition, there might be more variables that we did not include in the model.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'NN', 'B-NP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('might', 'might', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('variables', 'variable', 'NNS', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('did', 'do', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('include', 'include', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
However, this is the first prognostic nomogram developed to predict the survival of Korean patients.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('prognostic', 'prognostic', 'JJ', 'I-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('developed', 'develop', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('predict', 'predict', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'O')
('patients.', 'patients.', 'NNS', 'I-NP', 'O')
The constructed nomogram could be improved with more data and by including biological candidates in the predictive model.
('The', 'The', 'DT', 'B-NP', 'O')
('constructed', 'construct', 'VBN', 'I-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('improved', 'improve', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'B-PP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('including', 'include', 'VBG', 'B-VP', 'O')
('biological', 'biological', 'JJ', 'B-NP', 'O')
('candidates', 'candidate', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('predictive', 'predictive', 'JJ', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
