Gene Expression Analysis for Statin-induced Cytotoxicity from Rat Primary Hepatocytes.
('Gene', 'Gene', 'NN', 'B-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('control,', 'control,', 'NN', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('mixed', 'mix', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('mid', 'mid', 'JJ', 'I-NP', 'O')
('doses', 'dose', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('doses.', 'doses.', 'NN', 'I-NP', 'O')
Based on these results, it seemed obvious that statin treatment caused toxic effect and distinctive gene modulation only at high dose administration (Fig.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('results,', 'results,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('seemed', 'seem', 'VBD', 'B-VP', 'O')
('obvious', 'obvious', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('statin', 'statin', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('caused', 'cause', 'VBD', 'B-VP', 'O')
('toxic', 'toxic', 'JJ', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('distinctive', 'distinctive', 'JJ', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('modulation', 'modulation', 'NN', 'I-NP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('administration', 'administration', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
3).
('3).', '3).', 'LS', 'B-LST', 'O')
To further investigate which biological process were affected by statin treatment, gene ontology (GO) analysis was performed by using PANTHER program (Protein ANalysis THrough Evolutionary Relationships Classification System, www.
('To', 'To', 'TO', 'B-VP', 'O')
('further', 'further', 'RB', 'I-VP', 'O')
('investigate', 'investigate', 'VB', 'I-VP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('statin', 'statin', 'NN', 'B-NP', 'O')
('treatment,', 'treatment,', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('ontology', 'ontology', 'NN', 'I-NP', 'O')
('(GO)', '(GO)', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('PANTHER', 'PANTHER', 'NN', 'B-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('(Protein', '(Protein', 'NN', 'I-NP', 'O')
('ANalysis', 'ANalysis', 'NN', 'I-NP', 'O')
('THrough', 'THrough', 'NNP', 'I-NP', 'O')
('Evolutionary', 'Evolutionary', 'NNP', 'I-NP', 'O')
('Relationships', 'Relationships', 'NNP', 'I-NP', 'O')
('Classification', 'Classification', 'NNP', 'I-NP', 'O')
('System,', 'System,', 'NNP', 'I-NP', 'O')
('www.', 'www.', '.', 'O', 'O')
pantherdb.
('pantherdb.', 'pantherdb.', 'LS', 'B-LST', 'O')
org, Mi, et al., 2005) and enriched GO terms by statin treatment were isolated   (Fig.
('org,', 'org,', 'IN', 'B-PP', 'O')
('Mi,', 'Mi,', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2005)', '2005)', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('enriched', 'enrich', 'VBN', 'B-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('statin', 'statin', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated', 'isolate', 'VBN', 'I-VP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
4).
('4).', '4).', 'LS', 'B-LST', 'O')
Gene Ontology analysis also showed that the most enriched GO terms by statin treatments belonged to cellular metabolic process and response to stress.
('Gene', 'Gene', 'NN', 'B-NP', 'O')
('Ontology', 'Ontology', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('enriched', 'enriched', 'JJ', 'I-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('statin', 'statin', 'NN', 'B-NP', 'O')
('treatments', 'treatment', 'NNS', 'I-NP', 'O')
('belonged', 'belong', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('cellular', 'cellular', 'JJ', 'B-NP', 'O')
('metabolic', 'metabolic', 'JJ', 'I-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('response', 'response', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('stress.', 'stress.', 'VB', 'I-VP', 'O')
In particular, GO terms related to lipid, fatty acid and steroid metabolism were highly over-represented in most treated groups representing efficacy of statins in rat primary hepatocytes.
('In', 'In', 'IN', 'B-PP', 'O')
('particular,', 'particular,', 'NN', 'B-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('lipid,', 'lipid,', 'VB', 'I-VP', 'O')
('fatty', 'fatty', 'JJ', 'B-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('steroid', 'steroid', 'NN', 'I-NP', 'O')
('metabolism', 'metabolism', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('highly', 'highly', 'RB', 'B-ADJP', 'O')
('over-represented', 'over-represented', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('treated', 'treat', 'VBN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('representing', 'represent', 'VBG', 'B-VP', 'O')
('efficacy', 'efficacy', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('statins', 'statin', 'NNS', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'O')
('primary', 'primary', 'JJ', 'I-NP', 'O')
('hepatocytes.', 'hepatocytes.', 'NN', 'I-NP', 'O')
It was also remarkable that GO terms such as immunity and defense and blood clotting were highly overrepresented in high dose groups especially in cerivastatin treatment groups.
('It', 'It', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('remarkable', 'remarkable', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('GO', 'GO', 'NN', 'B-NP', 'B-protein')
('terms', 'term', 'NNS', 'I-NP', 'I-protein')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('immunity', 'immunity', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('defense', 'defense', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('clotting', 'clotting', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('highly', 'highly', 'RB', 'I-VP', 'O')
('overrepresented', 'overrepresente', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('especially', 'especially', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('groups.', 'groups.', 'NNS', 'I-NP', 'O')
This observation   suggested that genes in these GO terms had certain relevance to cytotoxicity of the drugs.
('This', 'This', 'DT', 'B-NP', 'O')
('observation', 'observation', 'NN', 'I-NP', 'O')
('suggested', 'suggest', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('certain', 'certain', 'JJ', 'B-NP', 'O')
('relevance', 'relevance', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drugs.', 'drugs.', 'NN', 'I-NP', 'O')
Based on what we observed from DEG analysis and GO analysis of DEG, we tried to isolate genes which may serve as indicator genes for statin-induced cytotoxicity in rat primary hepatocytes.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('what', 'what', 'WP', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('observed', 'observe', 'VBD', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('DEG', 'DEG', 'NN', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('DEG,', 'DEG,', 'NN', 'B-NP', 'B-protein')
('we', 'we', 'PRP', 'B-NP', 'O')
('tried', 'try', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('isolate', 'isolate', 'VB', 'I-VP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('indicator', 'indicator', 'NN', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('statin-induced', 'statin-induced', 'JJ', 'B-NP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'O')
('primary', 'primary', 'JJ', 'I-NP', 'O')
('hepatocytes.', 'hepatocytes.', 'NN', 'I-NP', 'O')
For this purpose, genes which were significantly modulated by all three statins and belonged to response to stress were isolated as putative markers for statin-induced cytotoxicity.
('For', 'For', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('purpose,', 'purpose,', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('which', 'which', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'I-VP', 'O')
('modulated', 'modulate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('three', 'three', 'CD', 'I-NP', 'O')
('statins', 'statin', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('belonged', 'belong', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('response', 'response', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('stress', 'stress', 'NN', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated', 'isolate', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('putative', 'putative', 'JJ', 'B-NP', 'B-protein')
('markers', 'marker', 'NNS', 'I-NP', 'I-protein')
('for', 'for', 'IN', 'B-PP', 'O')
('statin-induced', 'statin-induced', 'JJ', 'B-NP', 'O')
('cytotoxicity.', 'cytotoxicity.', 'NNS', 'I-NP', 'O')
29 probes fit to these criteria were isolated and subjected to hierarchical clustering (Fig.
('29', '29', 'CD', 'B-NP', 'O')
('probes', 'probe', 'NNS', 'I-NP', 'O')
('fit', 'fit', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('criteria', 'criterion', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated', 'isolate', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('subjected', 'subject', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('hierarchical', 'hierarchical', 'JJ', 'B-NP', 'O')
('clustering', 'clustering', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
5).
('5).', '5).', 'LS', 'B-LST', 'O')
HCA showed a very clear clustering of genes and samples into two groups.
('HCA', 'HCA', 'NN', 'B-NP', 'B-protein')
('showed', 'show', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('very', 'very', 'RB', 'I-NP', 'O')
('clear', 'clear', 'JJ', 'I-NP', 'O')
('clustering', 'clustering', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('groups.', 'groups.', 'NNS', 'I-NP', 'O')
First cluster was composed of low dose treatments of each drug such as EC and 1/25 LC20 dose groups except for 1/5 LC20 group of lovastatin treatment.
('First', 'First', 'JJ', 'B-NP', 'O')
('cluster', 'cluster', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('composed', 'compose', 'VBN', 'I-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('treatments', 'treatment', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('drug', 'drug', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('EC', 'EC', 'NN', 'B-NP', 'B-cell_type')
('and', 'and', 'CC', 'O', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('1/5', '1/5', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('lovastatin', 'lovastatin', 'NN', 'B-NP', 'O')
('treatment.', 'treatment.', 'NN', 'I-NP', 'O')
Second cluster was mainly composed of high dose samples such as 1/5 LC20 and LC20 groups except 1/25 LC20 of cerivastatin.
('Second', 'Second', 'JJ', 'B-NP', 'O')
('cluster', 'cluster', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('mainly', 'mainly', 'RB', 'I-VP', 'O')
('composed', 'compose', 'VBN', 'I-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('1/5', '1/5', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cerivastatin.', 'cerivastatin.', 'NN', 'B-NP', 'O')
The last cluster was composed of two high dose samples of cerivastatin and simvastatin.
('The', 'The', 'DT', 'B-NP', 'O')
('last', 'last', 'JJ', 'I-NP', 'O')
('cluster', 'cluster', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('composed', 'compose', 'VBN', 'I-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('simvastatin.', 'simvastatin.', 'NN', 'I-NP', 'O')
Based on the expression pattern of selected genes, cerivastatin seemed to have greater effect on expression of cytotoxicity related genes than other two statins.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selected', 'select', 'VBN', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'I-NP', 'O')
('seemed', 'seem', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('greater', 'great', 'JJR', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'B-NP', 'B-DNA')
('related', 'relate', 'VBN', 'B-VP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('than', 'than', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('statins.', 'statins.', 'NNS', 'I-NP', 'O')
On the contrary, lovastatin seemed to have the least effect on the expression of cytotxocity related genes.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('contrary,', 'contrary,', 'NN', 'I-NP', 'O')
('lovastatin', 'lovastatin', 'NN', 'I-NP', 'O')
('seemed', 'seem', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('least', 'least', 'JJS', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cytotxocity', 'cytotxocity', 'NN', 'B-NP', 'O')
('related', 'relate', 'VBN', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
Taken together presented results and previous reports, the isolated 29 probes may serve as indicator genes of statininduced cytotoxicity in rat primary hepatocytes.
('Taken', 'Take', 'VBN', 'B-NP', 'O')
('together', 'together', 'RB', 'I-NP', 'O')
('presented', 'present', 'VBN', 'I-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('reports,', 'reports,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('isolated', 'isolate', 'VBN', 'I-NP', 'O')
('29', '29', 'CD', 'I-NP', 'O')
('probes', 'probe', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('indicator', 'indicator', 'NN', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('statininduced', 'statininduce', 'VBN', 'B-NP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'O')
('primary', 'primary', 'JJ', 'I-NP', 'O')
('hepatocytes.', 'hepatocytes.', 'NN', 'I-NP', 'O')
Since understanding the gene level mechanism of statincaused hepatotoxicity was main purpose of this study, selected 29 probes were further studied.
('Since', 'Since', 'IN', 'B-PP', 'O')
('understanding', 'understand', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('mechanism', 'mechanism', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('statincaused', 'statincause', 'VBN', 'B-NP', 'O')
('hepatotoxicity', 'hepatotoxicity', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('main', 'main', 'JJ', 'B-NP', 'O')
('purpose', 'purpose', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('selected', 'select', 'VBD', 'B-VP', 'O')
('29', '29', 'CD', 'B-NP', 'O')
('probes', 'probe', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('further', 'further', 'RBR', 'I-VP', 'O')
('studied.', 'studied.', 'VBN', 'I-VP', 'O')
First, bi  ological function of each probe was watched for and corresponding genes were isolated.
('First,', 'First,', 'JJ', 'B-NP', 'O')
('bi', 'bi', 'NN', 'I-NP', 'O')
('ological', 'ological', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('probe', 'probe', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('watched', 'watch', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'B-NP', 'O')
('corresponding', 'corresponding', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated.', 'isolated.', 'VBN', 'I-VP', 'O')
From 29 probes isolated as stress markers, we were able to identify 21 genes whose functions are annotated (Fig.
('From', 'From', 'IN', 'B-PP', 'O')
('29', '29', 'CD', 'B-NP', 'O')
('probes', 'probe', 'NNS', 'I-NP', 'O')
('isolated', 'isolate', 'VBN', 'B-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('stress', 'stress', 'NN', 'B-NP', 'O')
('markers,', 'markers,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('identify', 'identify', 'VB', 'I-VP', 'O')
('21', '21', 'CD', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('whose', 'whose', 'WP$', 'B-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('annotated', 'annotate', 'VBN', 'I-VP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
6).
('6).', '6).', 'LS', 'B-LST', 'O')
It was remarked that many genes are known to have their involvements in inflammatory or coagulation response such as Ccl2, Ccl7, Cxcl2, F2r, F3 and Crp among annotated genes (Bharadwaj et al., 1999; Hsu et al., 2006; Johnston et al., 1999).
('It', 'It', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('remarked', 'remark', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('involvements', 'involvement', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('inflammatory', 'inflammatory', 'JJ', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('coagulation', 'coagulation', 'NN', 'I-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('Ccl2,', 'Ccl2,', 'NN', 'B-NP', 'B-protein')
('Ccl7,', 'Ccl7,', 'NN', 'I-NP', 'I-protein')
('Cxcl2,', 'Cxcl2,', 'NN', 'I-NP', 'I-protein')
('F2r,', 'F2r,', 'NN', 'I-NP', 'I-protein')
('F3', 'F3', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('Crp', 'Crp', 'NN', 'I-NP', 'B-protein')
('among', 'among', 'IN', 'B-PP', 'O')
('annotated', 'annotated', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('(Bharadwaj', '(Bharadwaj', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', ',', 'O', 'O')
