Recovery of Genes Epigenetically Altered by the Histone Deacetylase Inhibitor Scriptaid and Demethylating Agent 5-Azacytidine in Human Leukemia Cells.
('Recovery', 'Recovery', 'NN', 'B-NP', 'O')
('peripheral', 'peripheral', 'JJ', 'I-NP', 'O')
('myelin', 'myelin', 'NN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('22,', '22,', 'NN', 'I-NP', 'O')
('mediates', 'mediate', 'VBZ', 'B-VP', 'O')
('Schwann', 'Schwann', 'NNP', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('growth', 'growth', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('peripheral', 'peripheral', 'JJ', 'B-NP', 'O')
('myelin', 'myelin', 'NN', 'I-NP', 'O')
('compaction.', 'compaction.', 'NN', 'I-NP', 'O')
Interleu  kin-6 upregulates the expression of PMP22 in cultured rat Schwann cells via a JAK2-dependent pathway (Ito et al., 2010).
('Interleu', 'Interleu', 'NN', 'B-NP', 'B-protein')
('kin-6', 'kin-6', 'NN', 'I-NP', 'I-protein')
('upregulates', 'upregulate', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('PMP22', 'PMP22', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('cultured', 'culture', 'VBN', 'B-NP', 'B-cell_line')
('rat', 'rat', 'NN', 'I-NP', 'I-cell_line')
('Schwann', 'Schwann', 'NNP', 'I-NP', 'I-cell_line')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_line')
('via', 'via', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('JAK2-dependent', 'JAK2-dependent', 'JJ', 'I-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('(Ito', '(Ito', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
PMP22 is up-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('PMP22', 'PMP22', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up-regulated', 'up-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
FST, follistatin, is a single-chain gonadal protein that specifically inhibits follicle-stimulating hormone release.
('FST,', 'FST,', 'NN', 'B-NP', 'B-protein')
('follistatin,', 'follistatin,', 'NN', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('single-chain', 'single-chain', 'JJ', 'I-NP', 'B-protein')
('gonadal', 'gonadal', 'JJ', 'I-NP', 'I-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('specifically', 'specifically', 'RB', 'B-VP', 'O')
('inhibits', 'inhibit', 'VBZ', 'I-VP', 'O')
('follicle-stimulating', 'follicle-stimulating', 'JJ', 'B-NP', 'O')
('hormone', 'hormone', 'NN', 'I-NP', 'O')
('release.', 'release.', 'NN', 'I-NP', 'O')
Overexpression of follistatin in human myoblasts increases their proliferation and differentiation and improves graft success in SCID mice (Benabdallah et al., 2009).
('Overexpression', 'Overexpression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('follistatin', 'follistatin', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-cell_type')
('myoblasts', 'myoblast', 'NNS', 'I-NP', 'I-cell_type')
('increases', 'increase', 'VBZ', 'B-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('proliferation', 'proliferation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('differentiation', 'differentiation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('improves', 'improve', 'VBZ', 'B-VP', 'O')
('graft', 'graft', 'NN', 'B-NP', 'O')
('success', 'success', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('SCID', 'SCID', 'NN', 'B-NP', 'O')
('mice', 'mouse', 'NNS', 'I-NP', 'O')
('(Benabdallah', '(Benabdallah', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
FST is up-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('FST', 'FST', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up-regulated', 'up-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
FOXC1, forkhead box C1, belongs to the forkhead family of transcription factors, which are characterized by a distinct DNA-binding forkhead domain.
('FOXC1,', 'FOXC1,', 'NN', 'B-NP', 'O')
('forkhead', 'forkhead', 'NN', 'I-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('C1,', 'C1,', 'NN', 'I-NP', 'O')
('belongs', 'belong', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('forkhead', 'forkhead', 'NN', 'I-NP', 'B-protein')
('family', 'family', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('transcription', 'transcription', 'NN', 'B-NP', 'O')
('factors,', 'factors,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('characterized', 'characterize', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('distinct', 'distinct', 'JJ', 'I-NP', 'O')
('DNA-binding', 'DNA-binding', 'JJ', 'I-NP', 'O')
('forkhead', 'forkhead', 'NN', 'I-NP', 'O')
('domain.', 'domain.', 'NN', 'I-NP', 'O')
The specific function of this gene has not yet been determined; however, it has been shown to play a role in the regulation of embryonic and ocular development.
('The', 'The', 'DT', 'B-NP', 'O')
('specific', 'specific', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('yet', 'yet', 'RB', 'I-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('determined;', 'determined;', 'JJ', 'B-NP', 'O')
('however,', 'however,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('play', 'play', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('regulation', 'regulation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('embryonic', 'embryonic', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('ocular', 'ocular', 'JJ', 'I-NP', 'O')
('development.', 'development.', 'NN', 'I-NP', 'O')
Mutations in this gene cause various glaucoma phenotypes, including primary congenital glaucoma, autosomal dominant iridogoniodysgenesis anomalies, and AxenfeldRieger anomalies.
('Mutations', 'Mutation', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('cause', 'cause', 'VBP', 'B-VP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('glaucoma', 'glaucoma', 'NN', 'I-NP', 'O')
('phenotypes,', 'phenotypes,', 'NN', 'I-NP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('primary', 'primary', 'JJ', 'B-NP', 'O')
('congenital', 'congenital', 'JJ', 'I-NP', 'O')
('glaucoma,', 'glaucoma,', 'NN', 'I-NP', 'O')
('autosomal', 'autosomal', 'JJ', 'I-NP', 'O')
('dominant', 'dominant', 'JJ', 'I-NP', 'O')
('iridogoniodysgenesis', 'iridogoniodysgenesis', 'NN', 'I-NP', 'O')
('anomalies,', 'anomalies,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('AxenfeldRieger', 'AxenfeldRieger', 'NN', 'B-NP', 'O')
('anomalies.', 'anomalies.', 'NN', 'I-NP', 'O')
There is frequent aberrant DNA methylation of FOXC1 in breast cancer (Muggerud et al., 2010).
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('frequent', 'frequent', 'JJ', 'B-NP', 'O')
('aberrant', 'aberrant', 'JJ', 'I-NP', 'O')
('DNA', 'DNA', 'NN', 'I-NP', 'O')
('methylation', 'methylation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('FOXC1', 'FOXC1', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('(Muggerud', '(Muggerud', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
FOXC1 is up-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('FOXC1', 'FOXC1', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up-regulated', 'up-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
CCL2, chemokine ligand 2, encodes a monocyte chemoattractant protein.
('CCL2,', 'CCL2,', 'NN', 'B-NP', 'O')
('chemokine', 'chemokine', 'NN', 'I-NP', 'O')
('ligand', 'ligand', 'NN', 'I-NP', 'O')
('2,', '2,', 'NN', 'I-NP', 'O')
('encodes', 'encode', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('monocyte', 'monocyte', 'NN', 'I-NP', 'O')
('chemoattractant', 'chemoattractant', 'NN', 'I-NP', 'O')
('protein.', 'protein.', 'NN', 'I-NP', 'O')
It is up-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up-regulated', 'up-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
IGLL3, immunoglobulin lambda-like polypeptide 3, and IGLL1, immunoglobulin lambda-like polypeptide 1, are down-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('IGLL3,', 'IGLL3,', 'NN', 'B-NP', 'B-protein')
('immunoglobulin', 'immunoglobulin', 'NN', 'I-NP', 'O')
('lambda-like', 'lambda-like', 'JJ', 'I-NP', 'O')
('polypeptide', 'polypeptide', 'NN', 'I-NP', 'O')
('3,', '3,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('IGLL1,', 'IGLL1,', 'NN', 'I-NP', 'B-protein')
('immunoglobulin', 'immunoglobulin', 'NN', 'I-NP', 'I-protein')
('lambda-like', 'lambda-like', 'JJ', 'I-NP', 'O')
('polypeptide', 'polypeptide', 'NN', 'I-NP', 'O')
('1,', '1,', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('down-regulated', 'down-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
ASS1, argininosuccinate synthetase 1, is also down-regulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('ASS1,', 'ASS1,', 'NN', 'B-NP', 'O')
('argininosuccinate', 'argininosuccinate', 'NN', 'I-NP', 'O')
('synthetase', 'synthetase', 'NN', 'I-NP', 'O')
('1,', '1,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('down-regulated', 'down-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
Among the 270 genes, 11 genes are involved with oncogenesis.
('Among', 'Among', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('270', '270', 'CD', 'I-NP', 'B-DNA')
('genes,', 'genes,', 'NN', 'I-NP', 'I-DNA')
('11', '11', 'CD', 'B-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('involved', 'involve', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('oncogenesis.', 'oncogenesis.', 'NN', 'B-NP', 'O')
They could be oncogenes or tumor suppressor genes.
('They', 'They', 'PRP', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('oncogenes', 'oncogene', 'NNS', 'B-NP', 'B-DNA')
('or', 'or', 'CC', 'O', 'O')
('tumor', 'tumor', 'NN', 'B-NP', 'O')
('suppressor', 'suppressor', 'NN', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
So, newly expressed tumor suppressor genes, such as CDKN2D, could function to suppress hematological malignancies.
('So,', 'So,', 'RB', 'B-NP', 'O')
('newly', 'newly', 'RB', 'I-NP', 'O')
('expressed', 'express', 'VBN', 'I-NP', 'O')
('tumor', 'tumor', 'NN', 'I-NP', 'B-protein')
('suppressor', 'suppressor', 'NN', 'I-NP', 'I-protein')
('genes,', 'genes,', 'NN', 'I-NP', 'I-protein')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('CDKN2D,', 'CDKN2D,', 'NN', 'B-NP', 'B-protein')
('could', 'could', 'MD', 'B-VP', 'O')
('function', 'function', 'VB', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('suppress', 'suppress', 'VB', 'I-VP', 'O')
('hematological', 'hematological', 'JJ', 'B-NP', 'O')
('malignancies.', 'malignancies.', 'NNS', 'I-NP', 'O')
But, newly developed oncogenes could be the cause of secondary malignancies or progression of existing hematological malignancies.
('But,', 'But,', 'NN', 'B-NP', 'B-DNA')
('newly', 'newly', 'RB', 'I-NP', 'I-DNA')
('developed', 'develop', 'VBN', 'I-NP', 'I-DNA')
('oncogenes', 'oncogene', 'NNS', 'I-NP', 'I-DNA')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cause', 'cause', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('secondary', 'secondary', 'JJ', 'B-NP', 'O')
('malignancies', 'malignancy', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('progression', 'progression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('existing', 'exist', 'VBG', 'B-NP', 'O')
('hematological', 'hematological', 'JJ', 'I-NP', 'O')
('malignancies.', 'malignancies.', 'NNS', 'I-NP', 'O')
ASCL2, achaete-scute complex homolog 2, controls intestinal stem cell fate (van der Flier et al., 2009).
('ASCL2,', 'ASCL2,', 'NN', 'B-NP', 'O')
('achaete-scute', 'achaete-scute', 'JJ', 'I-NP', 'O')
('complex', 'complex', 'JJ', 'I-NP', 'O')
('homolog', 'homolog', 'NN', 'I-NP', 'O')
('2,', '2,', 'NN', 'I-NP', 'O')
('controls', 'control', 'VBZ', 'B-VP', 'O')
('intestinal', 'intestinal', 'JJ', 'B-NP', 'B-cell_type')
('stem', 'stem', 'NN', 'I-NP', 'I-cell_type')
('cell', 'cell', 'NN', 'I-NP', 'I-cell_type')
('fate', 'fate', 'NN', 'I-NP', 'O')
('(van', '(van', 'NNP', 'I-NP', 'O')
('der', 'der', 'NNP', 'I-NP', 'O')
('Flier', 'Flier', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
It is a target of Wnt signaling and is upregulated in intestinal neoplasia (Jubb et al., 2006).
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Wnt', 'Wnt', 'NN', 'B-NP', 'O')
('signaling', 'signaling', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('intestinal', 'intestinal', 'JJ', 'B-NP', 'O')
('neoplasia', 'neoplasia', 'NN', 'I-NP', 'O')
('(Jubb', '(Jubb', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
BTG2, B-cell translocation gene 2, is a tumor suppressor gene of medulloblastoma (FarioliVecchioli et al., 2007).
('BTG2,', 'BTG2,', 'NN', 'B-NP', 'O')
('B-cell', 'B-cell', 'NN', 'I-NP', 'O')
('translocation', 'translocation', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('2,', '2,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('tumor', 'tumor', 'NN', 'I-NP', 'B-DNA')
('suppressor', 'suppressor', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('medulloblastoma', 'medulloblastoma', 'NN', 'B-NP', 'O')
('(FarioliVecchioli', '(FarioliVecchioli', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
BTG2 plays a pivotal role in maintaining the hematopoietic stem cell compartment and hematopoiesis (Kim et al., 2008).
('BTG2', 'BTG2', 'NN', 'B-NP', 'B-protein')
('plays', 'play', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('pivotal', 'pivotal', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('maintaining', 'maintain', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('hematopoietic', 'hematopoietic', 'JJ', 'I-NP', 'B-cell_type')
('stem', 'stem', 'NN', 'I-NP', 'I-cell_type')
('cell', 'cell', 'NN', 'I-NP', 'I-cell_type')
('compartment', 'compartment', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('hematopoiesis', 'hematopoiesis', 'NN', 'B-NP', 'O')
('(Kim', '(Kim', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
BTG1 is associated with angiogenesis (Iwai et al., 2004).
('BTG1', 'BTG1', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('angiogenesis', 'angiogenesis', 'NN', 'B-NP', 'O')
('(Iwai', '(Iwai', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2004).', '2004).', 'CD', 'B-NP', 'O')
SLAMF6 is an oncogene associated with B cell adhesion (Cannons et al., 2010).
('SLAMF6', 'SLAMF6', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('oncogene', 'oncogene', 'NN', 'I-NP', 'B-DNA')
('associated', 'associate', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('B', 'B', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('adhesion', 'adhesion', 'NN', 'I-NP', 'O')
('(Cannons', '(Cannon', 'NNS', 'I-NP', 'O')
('et', 'et', 'VBP', 'B-VP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
CDKN2D, cyclindependent kinase inhibitor 2D (p19), and RRAS, Harvey rat sarcoma oncogene, subgroup R, are also upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('CDKN2D,', 'CDKN2D,', 'NN', 'B-NP', 'B-protein')
('cyclindependent', 'cyclindependent', 'JJ', 'I-NP', 'O')
('kinase', 'kinase', 'NN', 'I-NP', 'O')
('inhibitor', 'inhibitor', 'NN', 'I-NP', 'O')
('2D', '2D', 'NN', 'I-NP', 'O')
('(p19),', '(p19),', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('RRAS,', 'RRAS,', 'NNP', 'B-NP', 'O')
('Harvey', 'Harvey', 'NNP', 'I-NP', 'O')
('rat', 'rat', 'NN', 'I-NP', 'O')
('sarcoma', 'sarcoma', 'NN', 'I-NP', 'O')
('oncogene,', 'oncogene,', 'IN', 'B-PP', 'O')
('subgroup', 'subgroup', 'NN', 'B-NP', 'O')
('R,', 'R,', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
Genetic alterations in the 29 genes that were unchanged after treatment with both the demethylating agent and HDACi might give us solutions to overcome hematological malignancies.
('Genetic', 'Genetic', 'JJ', 'B-NP', 'O')
('alterations', 'alteration', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('29', '29', 'CD', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('unchanged', 'unchanged', 'JJ', 'B-ADJP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('treatment', 'treatment', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('demethylating', 'demethylate', 'VBG', 'I-NP', 'O')
('agent', 'agent', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('HDACi', 'HDACi', 'NN', 'I-NP', 'B-protein')
('might', 'might', 'MD', 'B-VP', 'O')
('give', 'give', 'VB', 'I-VP', 'O')
('us', 'us', 'PRP', 'B-NP', 'O')
('solutions', 'solution', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('overcome', 'overcome', 'VB', 'I-VP', 'O')
('hematological', 'hematological', 'JJ', 'B-NP', 'O')
('malignancies.', 'malignancies.', 'NNS', 'I-NP', 'O')
There are two genes involved in oncogenesis, CCNA1 and JUN (Fig.
('There', 'There', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
