Finding Interesting Genes Using Reliability in Various Gene Expression Models.
('Finding', 'Find', 'VBG', 'B-VP', 'O')
('By', 'By', 'IN', 'B-PP', 'O')
('classical', 'classical', 'JJ', 'B-NP', 'O')
('ANOVA', 'ANOVA', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'NNP', 'B-NP', 'O')
('3),', '3),', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'O', 'O')
('most', 'most', 'RBS', 'B-ADVP', 'O')
('significantly', 'significantly', 'RB', 'I-ADVP', 'O')
('differentially', 'differentially', 'RB', 'B-NP', 'O')
('expressed', 'express', 'VBN', 'I-NP', 'O')
('gene,', 'gene,', 'NN', 'I-NP', 'O')
('246785_at,', '246785_at,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('ranked', 'rank', 'VBN', 'I-VP', 'O')
('as', 'as', 'RB', 'B-ADJP', 'O')
('low', 'low', 'JJ', 'I-ADJP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('129', '129', 'CD', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('eBayes,', 'eBayes,', 'NN', 'B-NP', 'O')
('26', '26', 'CD', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('SAM', 'SAM', 'NN', 'I-NP', 'O')
('method,', 'method,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('985', '985', 'CD', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('HLM,', 'HLM,', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('less', 'less', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('perfect', 'perfect', 'NN', 'B-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('0.846.', '0.846.', 'CD', 'B-NP', 'O')
The methods disagree on the significance of this gene.
('The', 'The', 'DT', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('disagree', 'disagree', 'VBP', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('significance', 'significance', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('gene.', 'gene.', 'NN', 'I-NP', 'O')
The second-ranked gene, 262128_at, has a good reliability (0.993) and is ranked highly by eBayes, SAM, and HLM; so, the methods all agree that this is an interesting gene.
('The', 'The', 'DT', 'B-NP', 'O')
('second-ranked', 'second-ranked', 'JJ', 'I-NP', 'O')
('gene,', 'gene,', 'NN', 'I-NP', 'O')
('262128_at,', '262128_at,', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('good', 'good', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('(0.993)', '(0.993)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('ranked', 'rank', 'VBN', 'I-VP', 'O')
('highly', 'highly', 'RB', 'B-ADVP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('eBayes,', 'eBayes,', 'NN', 'B-NP', 'B-protein')
('SAM,', 'SAM,', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('HLM;', 'HLM;', 'NN', 'I-NP', 'B-protein')
('so,', 'so,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('all', 'all', 'DT', 'B-ADVP', 'O')
('agree', 'agree', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('gene.', 'gene.', 'NN', 'I-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
4 shows the profiles of PM values for these genes.
('4', '4', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('PM', 'PM', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
The difference in variability of the PM values supports the position that 262128_at is undoubtedly an interesting gene but that 246785_at is much less so.
('The', 'The', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('variability', 'variability', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('supports', 'support', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('position', 'position', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('262128_at', '262128_at', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('undoubtedly', 'undoubtedly', 'RB', 'B-ADVP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('246785_at', '246785_at', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('much', 'much', 'RB', 'B-ADJP', 'O')
('less', 'less', 'RBR', 'I-ADJP', 'O')
('so.', 'so.', 'JJ', 'I-ADJP', 'O')
The worst genes on this list (Table 3) are 262605_at and 265575_at, with reliabilities of 0.166 and 0.624, respectively.
('The', 'The', 'DT', 'B-NP', 'O')
('worst', 'worst', 'JJS', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('on', 'on', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'I-NP', 'O')
('3)', '3)', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('262605_at', '262605_at', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('265575_at,', '265575_at,', 'CD', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('reliabilities', 'reliability', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0.166', '0.166', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('0.624,', '0.624,', 'CD', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
5 shows the profiles of PM values for these genes.
('5', '5', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('PM', 'PM', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
There is a lot of variability in the PM values.
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('lot', 'lot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('variability', 'variability', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Although they are at the top of the ANOVA model's list of significant genes, they should not be on a final list of interesting genes.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('top', 'top', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ANOVA', 'ANOVA', 'NN', 'I-NP', 'O')
("model's", "model'", 'NNS', 'I-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('significant', 'significant', 'JJ', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('final', 'final', 'JJ', 'I-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interesting', 'interesting', 'JJ', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
Table 4 shows that there is considerable agreement about genes between eBayes and SAM.
('Table', 'Table', 'JJ', 'B-NP', 'B-protein')
('4', '4', 'CD', 'I-NP', 'I-protein')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('considerable', 'considerable', 'JJ', 'B-NP', 'O')
('agreement', 'agreement', 'NN', 'I-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('eBayes', 'eBayes', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAM.', 'SAM.', 'NNP', 'B-NP', 'O')
Both methods adjust their test statistics by shrinking an individual gene's variance estimate towards the variance of all genes.
('Both', 'Both', 'DT', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('adjust', 'adjust', 'VBP', 'B-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistics', 'statistic', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('shrinking', 'shrink', 'VBG', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('individual', 'individual', 'JJ', 'I-NP', 'O')
("gene's", "gene'", 'NNS', 'I-NP', 'O')
('variance', 'variance', 'NN', 'I-NP', 'O')
('estimate', 'estimate', 'NN', 'I-NP', 'O')
('towards', 'towards', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('variance', 'variance', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
All of the differentially expressed genes on this list also have high reliability.
('All', 'All', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('differentially', 'differentially', 'RB', 'I-NP', 'B-DNA')
('expressed', 'express', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('on', 'on', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('reliability.', 'reliability.', 'NN', 'I-NP', 'O')
The HLM disagrees with eBayes and SAM about the interestingness of several of the genes.
('The', 'The', 'DT', 'B-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'B-protein')
('disagrees', 'disagree', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('eBayes', 'eBaye', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAM', 'SAM', 'NN', 'B-NP', 'B-protein')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('interestingness', 'interestingness', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NN', 'I-NP', 'O')
A comparison of all of the genes is possible using brushing in a scatterplot matrix (Becker and Cleveland, 1988).
('A', 'A', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('possible', 'possible', 'JJ', 'B-ADJP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('brushing', 'brush', 'VBG', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('scatterplot', 'scatterplot', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('(Becker', '(Becker', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Cleveland,', 'Cleveland,', 'NNP', 'B-NP', 'O')
('1988).', '1988).', 'CD', 'I-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
6 is the screenshot of the brushing being done with GGobi (Swayne et al., 2003).
('6', '6', 'CD', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('screenshot', 'screenshot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('brushing', 'brushing', 'NN', 'I-NP', 'O')
('being', 'be', 'VBG', 'B-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('GGobi', 'GGobi', 'NNP', 'B-NP', 'O')
('(Swayne', '(Swayne', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2003).', '2003).', 'CD', 'B-NP', 'O')
The scatterplot matrix has 5 diagnostic statistics: reliability, eBayes F values, ANOVA F values, SAM F values, and HLM χ2 values.
('The', 'The', 'DT', 'B-NP', 'O')
('scatterplot', 'scatterplot', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'I-NP', 'O')
('statistics:', 'statistics:', 'NN', 'I-NP', 'O')
('reliability,', 'reliability,', 'NN', 'I-NP', 'O')
('eBayes', 'eBayes', 'NN', 'I-NP', 'O')
('F', 'F', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('ANOVA', 'ANOVA', 'NN', 'I-NP', 'O')
('F', 'F', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('SAM', 'SAM', 'NN', 'I-NP', 'O')
('F', 'F', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('HLM', 'HLM', 'NN', 'B-NP', 'O')
('χ2', 'χ2', 'CD', 'B-NP', 'O')
('values.', 'values.', 'NNS', 'I-NP', 'O')
(Large test statistics, F, χ2 correspond to small pvalues. )
('(Large', '(Large', 'NN', 'B-NP', 'B-protein')
('test', 'test', 'NN', 'I-NP', 'I-protein')
('statistics,', 'statistics,', 'VBD', 'B-VP', 'I-protein')
('F,', 'F,', 'NNP', 'B-NP', 'I-protein')
('χ2', 'χ2', 'CD', 'I-NP', 'I-protein')
('correspond', 'correspond', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('pvalues.', 'pvalues.', 'NNS', 'I-NP', 'O')
(')', ')', ')', 'O', 'O')
Each point in this plot represents one gene, with its corresponding values on the diagnostics plotted against the appropriate axis.
('Each', 'Each', 'DT', 'B-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('represents', 'represent', 'VBZ', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('gene,', 'gene,', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('corresponding', 'correspond', 'VBG', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnostics', 'diagnostic', 'NNS', 'I-NP', 'O')
('plotted', 'plot', 'VBN', 'B-VP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('appropriate', 'appropriate', 'JJ', 'I-NP', 'O')
('axis.', 'axis.', 'NN', 'I-NP', 'O')
The diagonal elements are density plots of each diagnostic.
('The', 'The', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'B-DNA')
('elements', 'element', 'NNS', 'I-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('density', 'density', 'NN', 'B-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('diagnostic.', 'diagnostic.', 'NN', 'I-NP', 'O')
The eBayes, ANOVA, SAM, and HLM test statistics are all strongly leftskewed, which says that there are a lot more small values of these statistics and few high (important) values.
('The', 'The', 'DT', 'B-NP', 'O')
('eBayes,', 'eBayes,', 'NNP', 'I-NP', 'O')
('ANOVA,', 'ANOVA,', 'NNP', 'I-NP', 'O')
('SAM,', 'SAM,', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('HLM', 'HLM', 'NN', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistics', 'statistic', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('all', 'all', 'RB', 'B-ADVP', 'O')
('strongly', 'strongly', 'RB', 'I-ADVP', 'O')
('leftskewed,', 'leftskewed,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('says', 'say', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('lot', 'lot', 'NN', 'I-NP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('statistics', 'statistic', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('few', 'few', 'JJ', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('(important)', '(important)', 'LS', 'B-LST', 'O')
('values.', 'values.', '.', 'O', 'O')
Reliability has an unusual distribution  fewer genes have high or low reliability and many more genes are in the midrange of the scale.
('Reliability', 'Reliability', 'NNP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('unusual', 'unusual', 'JJ', 'I-NP', 'B-DNA')
('distribution', 'distribution', 'NN', 'I-NP', 'I-DNA')
('fewer', 'fewer', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('have', 'have', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('low', 'low', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('more', 'more', 'JJR', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('midrange', 'midrange', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scale.', 'scale.', 'NN', 'I-NP', 'O')
The offdiagonal plots in the scatterplot matrix are the (5* 4/2=10) pairwise plots of the 5 diagnostics, which shows how the statistics are related to each other.
('The', 'The', 'DT', 'B-NP', 'O')
('offdiagonal', 'offdiagonal', 'JJ', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scatterplot', 'scatterplot', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('(5*', '(5*', 'SYM', 'I-NP', 'O')
('4/2=10)', '4/2=10)', 'CD', 'I-NP', 'O')
('pairwise', 'pairwise', 'JJ', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('5', '5', 'CD', 'I-NP', 'O')
('diagnostics,', 'diagnostics,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('how', 'how', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('statistics', 'statistic', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('related', 'relate', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('other.', 'other.', 'NN', 'I-NP', 'O')
The values for eBayes and SAM are very strongly related, with a slight nonlinear relationship.
('The', 'The', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('eBayes', 'eBaye', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('SAM', 'SAM', 'NN', 'I-NP', 'B-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('very', 'very', 'RB', 'I-VP', 'O')
('strongly', 'strongly', 'RB', 'I-VP', 'O')
('related,', 'related,', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('slight', 'slight', 'JJ', 'I-NP', 'O')
('nonlinear', 'nonlinear', 'JJ', 'I-NP', 'O')
('relationship.', 'relationship.', 'NN', 'I-NP', 'O')
eBayes and SAM have a reasonably close association with ANOVA, with the exception of a relatively small number of the genes.
('eBayes', 'eBaye', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('SAM', 'SAM', 'NN', 'I-NP', 'B-protein')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reasonably', 'reasonably', 'RB', 'I-NP', 'O')
('close', 'close', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('ANOVA,', 'ANOVA,', 'NN', 'B-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('exception', 'exception', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('relatively', 'relatively', 'RB', 'I-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NN', 'I-NP', 'O')
eBayes and SAM have a moderate association with HLM  for most genes, the HLM value seems to be the same as the eBayes or SAM value plus a constant.
('eBayes', 'eBaye', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('SAM', 'SAM', 'NN', 'I-NP', 'B-protein')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('moderate', 'moderate', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('HLM', 'HLM', 'NN', 'B-NP', 'B-protein')
('for', 'for', 'IN', 'B-PP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('seems', 'seem', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('eBayes', 'eBaye', 'NNPS', 'I-NP', 'B-DNA')
('or', 'or', 'CC', 'O', 'O')
('SAM', 'SAM', 'NN', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('plus', 'plus', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('constant.', 'constant.', 'NN', 'I-NP', 'O')
ANOVA has almost no relationship with HLM.
('ANOVA', 'ANOVA', 'NN', 'B-NP', 'B-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('almost', 'almost', 'RB', 'B-NP', 'O')
('no', 'no', 'DT', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('HLM.', 'HLM.', 'NN', 'B-NP', 'O')
Reliability has a much different relationship with each of the other   diagnostics.
('Reliability', 'Reliability', 'NNP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
