Application of Decision Tree for the Classification of Antimicrobial PeptideThe purpose of this study was to investigate the use of decision tree for the classification of antimicrobial peptides.
('Application', 'Application', 'NN', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('validation', 'validation', 'NN', 'B-NP', 'O')
('set,', 'set,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('constructed', 'construct', 'VBD', 'B-VP', 'O')
('decision', 'decision', 'NN', 'B-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('without', 'without', 'IN', 'I-PP', 'O')
('validation', 'validation', 'NN', 'B-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
As you see in table 1, the accuracy of using validation set was improved 5.25% and 3.98%, E. coli, S. aureus, respectively (Table 1).
('As', 'As', 'IN', 'B-SBAR', 'O')
('you', 'you', 'PRP', 'B-NP', 'O')
('see', 'see', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('table', 'table', 'NN', 'B-NP', 'O')
('1,', '1,', 'CD', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('validation', 'validation', 'NN', 'B-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('improved', 'improve', 'VBN', 'I-VP', 'O')
('5.25%', '5.25%', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('3.98%,', '3.98%,', 'CD', 'B-NP', 'O')
('E.', 'E.', 'NNP', 'I-NP', 'O')
('coli,', 'coli,', 'VBD', 'B-VP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus,', 'aureus,', ',', 'O', 'O')
('respectively', 'respectively', 'RB', 'B-ADJP', 'O')
('(Table', '(Table', 'JJ', 'I-ADJP', 'O')
('1).', '1).', '.', 'O', 'O')
Classification is the process of finding a set of models that describe and distinguish data classes or concepts.
('Classification', 'Classification', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('finding', 'find', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('models', 'model', 'NNS', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('describe', 'describe', 'VBP', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('distinguish', 'distinguish', 'VBP', 'I-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('classes', 'class', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('concepts.', 'concepts.', 'NN', 'B-NP', 'O')
Results in this study show that a decision tree with high- quality classification accuracy can be constructed for the classification of antimicrobial peptides vis-a-vis the strength of antimicrobial activity against E. coli and S. aureus.
('Results', 'Result', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('decision', 'decision', 'NN', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('high-', 'high-', 'JJ', 'B-NP', 'O')
('quality', 'quality', 'NN', 'I-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('constructed', 'construct', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'B-NP', 'O')
('peptides', 'peptide', 'NNS', 'I-NP', 'O')
('vis-a-vis', 'vis-a-vis', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strength', 'strength', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'B-NP', 'O')
('activity', 'activity', 'NN', 'I-NP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('E.', 'E.', 'NNP', 'B-NP', 'O')
('coli', 'coli', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus.', 'aureus.', '.', 'O', 'O')
When comparing the rates of classification accuracy predicted for E. coli with that of S. aureus, therate of classification accuracy for E. coli was approximately 2.08% higher than that of S. aureus.
('When', 'When', 'WRB', 'B-ADVP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rates', 'rate', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('predicted', 'predict', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('E.', 'E.', 'FW', 'B-NP', 'O')
('coli', 'coli', 'FW', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus,', 'aureus,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('E.', 'E.', 'FW', 'B-NP', 'O')
('coli', 'coli', 'FW', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('approximately', 'approximately', 'RB', 'B-ADVP', 'O')
('2.08%', '2.08%', 'CD', 'B-NP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus.', 'aureus.', '.', 'O', 'O')
However, when considering the fact that the peptide data set for S. aureus was unevenly distributed between the strong and weak peptides, the classification result for S. aureus is as significant as the classification for E coli.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('considering', 'consider', 'VBG', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fact', 'fact', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peptide', 'peptide', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set', 'set', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus', 'aureus', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('unevenly', 'unevenly', 'RB', 'I-VP', 'O')
('distributed', 'distribute', 'VBN', 'I-VP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strong', 'strong', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('weak', 'weak', 'JJ', 'I-NP', 'O')
('peptides,', 'peptides,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus', 'aureus', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('as', 'as', 'RB', 'B-ADJP', 'O')
('significant', 'significant', 'JJ', 'I-ADJP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('E', 'E', 'NN', 'B-NP', 'O')
('coli.', 'coli.', 'NN', 'I-NP', 'O')
The values for F-measure are more suitable measures for estimating the performance for strong antimicrobial peptides, and the sensitivity(%) value of 86.19% for E. coli is higher than that for S. aureus (66.67%).
('The', 'The', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('F-measure', 'F-measure', 'NN', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('suitable', 'suitable', 'JJ', 'I-NP', 'O')
('measures', 'measure', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('estimating', 'estimate', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('performance', 'performance', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('strong', 'strong', 'JJ', 'B-NP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'I-NP', 'O')
('peptides,', 'peptides,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sensitivity(%)', 'sensitivity(%)', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('86.19%', '86.19%', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('E.', 'E.', 'FW', 'B-NP', 'O')
('coli', 'coli', 'FW', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus', 'aureus', 'NNP', 'I-NP', 'O')
('(66.67%).', '(66.67%).', 'LS', 'B-LST', 'O')
Along this line, the classification accuracy may be further improved with evenly distributed data set.
('Along', 'Along', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('line,', 'line,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('further', 'further', 'RBR', 'B-ADJP', 'O')
('improved', 'improve', 'VBN', 'I-ADJP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('evenly', 'evenly', 'RB', 'B-NP', 'O')
('distributed', 'distribute', 'VBN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
As shown in figure 1, the attribute measuring positive charges in helix region (H) was chosen as the first intermediate node to classify in E. coli.
('As', 'As', 'IN', 'B-SBAR', 'O')
('shown', 'show', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('figure', 'figure', 'NN', 'B-NP', 'O')
('1,', '1,', 'CD', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('attribute', 'attribute', 'NN', 'I-NP', 'O')
('measuring', 'measure', 'VBG', 'B-VP', 'O')
('positive', 'positive', 'JJ', 'B-NP', 'O')
('charges', 'charge', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('helix', 'helix', 'NN', 'B-NP', 'O')
('region', 'region', 'NN', 'I-NP', 'O')
('(H)', '(H)', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('chosen', 'choose', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('intermediate', 'intermediate', 'JJ', 'I-NP', 'O')
('node', 'node', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('classify', 'classify', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('E.', 'E.', 'NNP', 'B-NP', 'O')
('coli.', 'coli.', 'NN', 'I-NP', 'O')
Attributes selected by information gain were used to sort peptides further down the tree to obtain the rate of classification accuracy of 76.74%.
('Attributes', 'Attribute', 'NNS', 'B-NP', 'O')
('selected', 'select', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('information', 'information', 'NN', 'B-NP', 'O')
('gain', 'gain', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('sort', 'sort', 'VB', 'I-VP', 'O')
('peptides', 'peptide', 'NNS', 'B-NP', 'O')
('further', 'further', 'RBR', 'B-ADVP', 'O')
('down', 'down', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('obtain', 'obtain', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('accuracy', 'accuracy', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('76.74%.', '76.74%.', 'CD', 'B-NP', 'O')
It is evident from the tree that certain attributes were crucial in achieving high classification accuracy.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('evident', 'evident', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('certain', 'certain', 'JJ', 'B-NP', 'O')
('attributes', 'attribute', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('crucial', 'crucial', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('achieving', 'achieve', 'VBG', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('accuracy.', 'accuracy.', 'NN', 'I-NP', 'O')
Out of 14 attributes selected, three attributes (H, A and Hm) that were selected gave higher accuracies in E. coli data set and (He, netC and A/h) attributes were selected in S. aureus data sets.
('Out', 'Out', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('14', '14', 'CD', 'B-NP', 'O')
('attributes', 'attribute', 'NNS', 'I-NP', 'O')
('selected,', 'selected,', 'VBD', 'B-VP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('attributes', 'attribute', 'VBZ', 'B-VP', 'O')
('(H,', '(H,', 'NNP', 'B-NP', 'O')
('A', 'A', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Hm)', 'Hm)', 'NNP', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('selected', 'select', 'VBN', 'I-VP', 'O')
('gave', 'give', 'VBD', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('accuracies', 'accuracy', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('E.', 'E.', 'FW', 'B-NP', 'O')
('coli', 'coli', 'FW', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('(He,', '(He,', 'NN', 'I-NP', 'O')
('netC', 'netC', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('A/h)', 'A/h)', 'NN', 'I-NP', 'O')
('attributes', 'attribute', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('selected', 'select', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('S.', 'S.', 'NNP', 'B-NP', 'O')
('aureus', 'aureus', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('sets.', 'sets.', 'NNS', 'I-NP', 'O')
Selected features were varied according to bacteria.
('Selected', 'Select', 'VBN', 'B-NP', 'O')
('features', 'feature', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('varied', 'vary', 'VBN', 'I-VP', 'O')
('according', 'accord', 'VBG', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('bacteria.', 'bacteria.', 'VB', 'I-VP', 'O')
As mentioned previously, attributes are physicochemical properties of the antimicrobial peptides.
('As', 'As', 'IN', 'B-SBAR', 'O')
('mentioned', 'mention', 'VBN', 'B-NP', 'O')
('previously,', 'previously,', 'NN', 'I-NP', 'O')
('attributes', 'attribute', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('physicochemical', 'physicochemical', 'JJ', 'B-NP', 'O')
('properties', 'property', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'I-NP', 'O')
('peptides.', 'peptides.', 'NNS', 'I-NP', 'O')
The decision tree for the classification of antimicrobial peptides suggest that these features play crucial role in the strength of antimicrobial activity, and this finding concurs with previous reports (Dathe etal., 1999).
('The', 'The', 'DT', 'B-NP', 'O')
('decision', 'decision', 'NN', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'B-NP', 'O')
('peptides', 'peptide', 'NNS', 'I-NP', 'O')
('suggest', 'suggest', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('features', 'feature', 'NNS', 'I-NP', 'O')
('play', 'play', 'VBP', 'B-VP', 'O')
('crucial', 'crucial', 'JJ', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strength', 'strength', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'B-NP', 'B-protein')
('activity,', 'activity,', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('finding', 'finding', 'NN', 'I-NP', 'O')
('concurs', 'concur', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('reports', 'report', 'NNS', 'I-NP', 'O')
('(Dathe', '(Dathe', 'DT', 'B-NP', 'O')
('etal.,', 'etal.,', 'NN', 'I-NP', 'O')
('1999).', '1999).', 'CD', 'I-NP', 'O')
The results obtained through this study indicate that a decision tree algorithm can be an efficient tool for predicting the activity of antimicrobial peptides.
('The', 'The', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('obtained', 'obtain', 'VBN', 'B-VP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('indicate', 'indicate', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('decision', 'decision', 'NN', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('efficient', 'efficient', 'JJ', 'I-NP', 'O')
('tool', 'tool', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('predicting', 'predict', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('activity', 'activity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antimicrobial', 'antimicrobial', 'JJ', 'B-NP', 'O')
('peptides.', 'peptides.', 'NNS', 'I-NP', 'O')
In particular, the algorithm allows us to extract important physico-chemical properties, which may be useful for rational peptide design for many therapeutic uses
('In', 'In', 'IN', 'B-PP', 'O')
('particular,', 'particular,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('allows', 'allow', 'VBZ', 'B-VP', 'O')
('us', 'us', 'PRP', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('extract', 'extract', 'VB', 'I-VP', 'O')
('important', 'important', 'JJ', 'B-NP', 'O')
('physico-chemical', 'physico-chemical', 'JJ', 'I-NP', 'O')
('properties,', 'properties,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('useful', 'useful', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('rational', 'rational', 'JJ', 'B-NP', 'O')
('peptide', 'peptide', 'NN', 'I-NP', 'O')
('design', 'design', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('therapeutic', 'therapeutic', 'JJ', 'I-NP', 'O')
('uses', 'use', 'NNS', 'I-NP', 'O')
