An Iterative Normalization Algorithm for cDNA Microarray Medical Data AnalysissA cDNA microarray experiment is one of the most usefulhigh-throughput experiments in medical informatics for monitoring gene expression levels.
('An', 'An', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'B-NP', 'O')
('normalization,', 'normalization,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('red', 'red', 'JJ', 'I-NP', 'O')
('spots', 'spot', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('located', 'located', 'JJ', 'B-ADJP', 'O')
('evenly', 'evenly', 'RB', 'B-ADVP', 'O')
('all', 'all', 'DT', 'B-ADVP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('slide.', 'slide.', 'NN', 'I-NP', 'O')
In addition, the histograms (Fig.3) of the sum of the M values by column (32 sub-columns) on the spatial plot show the bias of the absolute M values within 10%.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('histograms', 'histogram', 'NNS', 'I-NP', 'O')
('(Fig.3)', '(Fig.3)', 'NN', 'I-NP', 'B-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sum', 'sum', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('column', 'column', 'NN', 'B-NP', 'O')
('(32', '(32', 'CD', 'I-NP', 'O')
('sub-columns)', 'sub-columns)', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bias', 'bias', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('10%.', '10%.', 'CD', 'B-NP', 'O')
The left panel of Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('left', 'left', 'JJ', 'I-NP', 'O')
('panel', 'panel', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3, which shows a histogram prior to the iterative normalization, shows that the sum of the Mvalues declines steeply under the zero line along the first column through the last one as seen in the pattern on the left plot in Figure 2.
('3,', '3,', 'LS', 'B-LST', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('histogram', 'histogram', 'NN', 'I-NP', 'O')
('prior', 'prior', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization,', 'normalization,', 'NN', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sum', 'sum', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('declines', 'decline', 'VBZ', 'B-VP', 'O')
('steeply', 'steeply', 'RB', 'B-ADVP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('column', 'column', 'NN', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('last', 'last', 'JJ', 'I-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('seen', 'see', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('left', 'left', 'JJ', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Figure', 'Figure', 'NN', 'B-NP', 'O')
('2.', '2.', 'CD', 'I-NP', 'O')
However, after normalizing, the sum of the M values by columns is up regulated near zero and appeared to have an equally wide band balanced near the zero reference line except for the left five columns.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('normalizing,', 'normalizing,', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sum', 'sum', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('columns', 'column', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up', 'up', 'RB', 'I-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('zero', 'zero', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('appeared', 'appear', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('equally', 'equally', 'RB', 'I-NP', 'O')
('wide', 'wide', 'JJ', 'I-NP', 'O')
('band', 'band', 'NN', 'I-NP', 'O')
('balanced', 'balance', 'VBD', 'B-VP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('left', 'left', 'JJ', 'I-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('columns.', 'columns.', 'NNS', 'I-NP', 'O')
A summary of the M values shows the improvement in the normalized distribution indicating a near zero value in both the mean (=0.04) and median (=0.1391) after the iterative normalization.
('A', 'A', 'DT', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('improvement', 'improvement', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalized', 'normalized', 'JJ', 'I-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('indicating', 'indicate', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('near', 'near', 'JJ', 'I-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('(=0.04)', '(=0.04)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('median', 'median', 'NN', 'I-NP', 'O')
('(=0.1391)', '(=0.1391)', 'LS', 'B-LST', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization.', 'normalization.', 'NN', 'I-NP', 'O')
(Table 2)On the M&A plot before normalization (Fig.
('(Table', '(Table', 'JJ', 'B-NP', 'B-protein')
('2)', '2)', 'NN', 'I-NP', 'I-protein')
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
4, first row), there is an abnormal curvature near the region 8 to 14 of the A values.
('4,', '4,', 'LS', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('row),', 'row),', 'NN', 'I-NP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('abnormal', 'abnormal', 'JJ', 'I-NP', 'O')
('curvature', 'curvature', 'NN', 'I-NP', 'O')
('near', 'near', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('region', 'region', 'NN', 'I-NP', 'O')
('8', '8', 'CD', 'I-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('14', '14', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Compared to the other average intensity, that region has slightly down regulated M values.
('Compared', 'Compare', 'VBN', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('average', 'average', 'JJ', 'I-NP', 'O')
('intensity,', 'intensity,', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('region', 'region', 'NN', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('slightly', 'slightly', 'RB', 'I-VP', 'O')
('down', 'down', 'RB', 'I-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('M', 'M', 'NN', 'B-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
However, the iterative normalization removes the errors, and the data is finally transformed into an intensity ratio that is distributed similarly over all the A values.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('removes', 'remove', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('errors,', 'errors,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('finally', 'finally', 'RB', 'I-VP', 'O')
('transformed', 'transform', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('intensity', 'intensity', 'NN', 'I-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('distributed', 'distribute', 'VBN', 'I-VP', 'O')
('similarly', 'similarly', 'RB', 'B-ADVP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
In order to compare the results with the other normalization method, the third and fourth rows of Figure 4 show the M&A plots from the normalization with the housekeeping genes only (upper) and the global normalization (lower) (Yang et al., 2002).
('In', 'In', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method,', 'method,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('third', 'third', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('fourth', 'fourth', 'JJ', 'I-NP', 'O')
('rows', 'row', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Figure', 'Figure', 'NN', 'B-NP', 'O')
('4', '4', 'CD', 'I-NP', 'O')
('show', 'show', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NNP', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('only', 'only', 'RB', 'B-ADVP', 'O')
('(upper)', '(upper)', 'LS', 'B-LST', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('global', 'global', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('(lower)', '(lower)', 'NN', 'I-NP', 'O')
('(Yang', '(Yang', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
The M&A plot of the global normalization still has the curvature that suggests that there should be more considerations in normalization not just subtracting the total mean value from the M values.
('The', 'The', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('global', 'global', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('still', 'still', 'RB', 'B-ADVP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('curvature', 'curvature', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('suggests', 'suggest', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('considerations', 'consideration', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('not', 'not', 'RB', 'B-VP', 'O')
('just', 'just', 'RB', 'I-VP', 'O')
('subtracting', 'subtract', 'VBG', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
In addition, the plot of the normalization with the housekeeping genes appears like the plot after the iterative normalization except that the former has a slightly wider variance than the latter.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('appears', 'appear', 'VBZ', 'B-VP', 'O')
('like', 'like', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('former', 'former', 'JJ', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('slightly', 'slightly', 'RB', 'I-NP', 'O')
('wider', 'wide', 'JJR', 'I-NP', 'O')
('variance', 'variance', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('latter.', 'latter.', 'JJ', 'I-NP', 'O')
Using these results, we can be sure that the iterative normalization method is the best fit to this data set.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('results,', 'results,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('sure', 'sure', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('best', 'good', 'JJS', 'I-NP', 'O')
('fit', 'fit', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
The box plots separated by the 12 print-tip arrays may illustrate the print-tip effect.
('The', 'The', 'DT', 'B-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('separated', 'separate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('arrays', 'array', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('illustrate', 'illustrate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('effect.', 'effect.', 'NN', 'I-NP', 'O')
Prior to normalization, the median values of all the box plots are below the zero line of the M values.
('Prior', 'Prior', 'RB', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('normalization,', 'normalization,', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('median', 'median', 'JJ', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('below', 'below', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
(Fig.
('(Fig.', '(Fig.', 'LS', 'B-LST', 'B-protein')
5) Since there is no unique high or low box plot, it can be assumed that the distinctive print-tip effect does not exist in this data.
('5)', '5)', 'LS', 'B-LST', 'O')
('Since', 'Since', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('unique', 'unique', 'JJ', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('low', 'low', 'JJ', 'I-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plot,', 'plot,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('assumed', 'assume', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distinctive', 'distinctive', 'JJ', 'I-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('does', 'do', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('exist', 'exist', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
Meanwhile, it remains the problem that all values are down from the reference line (M=0).
('Meanwhile,', 'Meanwhile,', 'NN', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('remains', 'remain', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('down', 'down', 'RB', 'B-ADVP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('(M=0).', '(M=0).', 'NN', 'I-NP', 'O')
This situation may make it difficult to compare the M values with the other slides.
('This', 'This', 'DT', 'B-NP', 'O')
('situation', 'situation', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('difficult', 'difficult', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('slides.', 'slides.', 'NNS', 'I-NP', 'O')
After iterative normalization, median values of all the box plots are arranged approximately in a reference line.
('After', 'After', 'IN', 'B-PP', 'O')
('iterative', 'iterative', 'JJ', 'B-NP', 'O')
('normalization,', 'normalization,', 'NN', 'I-NP', 'O')
('median', 'median', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('arranged', 'arrange', 'VBN', 'I-VP', 'O')
('approximately', 'approximately', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line.', 'line.', 'NN', 'I-NP', 'O')
The data are adjusted by lifting up their M values in order for the original pattern to be totally maintained.
('The', 'The', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('adjusted', 'adjust', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('lifting', 'lift', 'VBG', 'B-VP', 'O')
('up', 'up', 'RP', 'B-PRT', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('order', 'order', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('original', 'original', 'JJ', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('totally', 'totally', 'RB', 'B-ADVP', 'O')
('maintained.', 'maintained.', 'RB', 'B-ADVP', 'O')
Three kinds of plots - spatial plots, M&A plots and box plots showed satisfactory results after applying the iterative normalization method.
('Three', 'Three', 'CD', 'B-NP', 'O')
('kinds', 'kind', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('plots', 'plot', 'NNS', 'B-NP', 'O')
('-', '-', 'HYPH', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plots,', 'plots,', 'NN', 'I-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('box', 'box', 'NN', 'B-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('satisfactory', 'satisfactory', 'JJ', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
A comparison spatial plots (Fig.
('A', 'A', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
2) before and after normalization confirms the spatial effect arising from a certain mechanical problem.
('2)', '2)', 'LS', 'B-LST', 'O')
