Sample Size and Power Estimation in Case-Control Genetic Association StudiesIn planning a genetic association study, it is necessary to determine the number of samples to be collected for the study in order to achieve sufficient power to detect the hypothesized effect.
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('locus.', 'locus.', 'NN', 'I-NP', 'O')
The sensitivity and specificity of the diagnostic test are de­ fined    as    sensitivity=Pr(observed    case    |    true    affected) and    specificity=Pr(observed    control    |    true    unaffected).
('The', 'The', 'DT', 'B-NP', 'O')
('sensitivity', 'sensitivity', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('specificity', 'specificity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('de\xad', 'de\xad', 'NN', 'B-NP', 'O')
('fined', 'fin', 'VBN', 'B-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('sensitivity=Pr(observed', 'sensitivity=Pr(observe', 'VBN', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('|', '|', 'NN', 'I-NP', 'O')
('true', 'true', 'JJ', 'I-NP', 'O')
('affected)', 'affected)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('specificity=Pr(observed', 'specificity=Pr(observe', 'VBN', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('|', '|', 'IN', 'B-PP', 'O')
('true', 'true', 'JJ', 'B-NP', 'O')
('unaffected).', 'unaffected).', 'JJ', 'I-NP', 'O')
Two types of diagnostic errors are: Pr(observed control | true affected) = 1 - sensitivity and Pr(observed case | true unaffected) = 1 - specificity.
('Two', 'Two', 'CD', 'B-NP', 'O')
('types', 'type', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('are:', 'are:', 'VBP', 'B-VP', 'O')
('Pr(observed', 'Pr(observe', 'VBN', 'I-VP', 'O')
('control', 'control', 'NN', 'B-NP', 'O')
('|', '|', 'NN', 'I-NP', 'O')
('true', 'true', 'JJ', 'I-NP', 'O')
('affected)', 'affected)', 'NN', 'I-NP', 'O')
('=', '=', 'SYM', 'B-VP', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('-', '-', 'HYPH', 'I-NP', 'O')
('sensitivity', 'sensitivity', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Pr(observed', 'Pr(observe', 'VBN', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('|', '|', 'NN', 'I-NP', 'O')
('true', 'true', 'JJ', 'I-NP', 'O')
('unaffected)', 'unaffected)', 'NN', 'I-NP', 'O')
('=', '=', 'SYM', 'B-VP', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('-', '-', 'HYPH', 'I-NP', 'O')
('specificity.', 'specificity.', 'NN', 'I-NP', 'O')
An example of diagnostic errors involves the use of the prostate    specific    antigen    (PSA)    test    for    diagnosis    of prostate cancer.
('An', 'An', 'DT', 'B-NP', 'O')
('example', 'example', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('involves', 'involve', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('use', 'use', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prostate', 'prostate', 'NN', 'I-NP', 'O')
('specific', 'specific', 'JJ', 'I-NP', 'O')
('antigen', 'antigen', 'NN', 'I-NP', 'O')
('(PSA)', '(PSA)', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('diagnosis', 'diagnosis', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('prostate', 'prostate', 'NN', 'B-NP', 'O')
('cancer.', 'cancer.', 'NN', 'I-NP', 'O')
Although prostate cancer is the second leading cause of cancer deaths in men and accounted for an estimated 220,900 new cases and 28,900 deaths in the United States in 2003, screening for it with the PSA blood    test    and    digital    rectal    exam    (DRE)    remains controversial.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('prostate', 'prostate', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('second', 'second', 'JJ', 'I-NP', 'O')
('leading', 'lead', 'VBG', 'I-NP', 'O')
('cause', 'cause', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('deaths', 'death', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('men', 'man', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('accounted', 'account', 'VBD', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('estimated', 'estimate', 'VBN', 'I-NP', 'O')
('220,900', '220,900', 'CD', 'I-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('28,900', '28,900', 'CD', 'B-NP', 'O')
('deaths', 'death', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('United', 'United', 'NNP', 'I-NP', 'O')
('States', 'State', 'NNPS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('2003,', '2003,', 'CD', 'B-NP', 'O')
('screening', 'screening', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PSA', 'PSA', 'NN', 'I-NP', 'B-protein')
('blood', 'blood', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('digital', 'digital', 'JJ', 'B-NP', 'O')
('rectal', 'rectal', 'JJ', 'I-NP', 'O')
('exam', 'exam', 'NN', 'I-NP', 'O')
('(DRE)', '(DRE)', 'NN', 'I-NP', 'O')
('remains', 'remain', 'VBZ', 'B-VP', 'O')
('controversial.', 'controversial.', 'NN', 'B-NP', 'O')
Screening cannot predict the kind of cancera man may have and who will die from it.
('Screening', 'Screening', 'NN', 'B-NP', 'O')
('cannot', 'cannot', 'MD', 'B-VP', 'O')
('predict', 'predict', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('kind', 'kind', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('man', 'man', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('who', 'who', 'WP', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('die', 'die', 'VB', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('it.', 'it.', 'PRP', 'B-NP', 'O')
As a screening test, PSA has a sensitivity of about 67.5% to 80% and a specificity of about 60% to 70% when the level is greater than 4.0 ng/ml_ (American Urological Association, 2000; Catalona et al., 1991; Brawer, 1999; Oesterling et al., 1993; Carter et al., 1992).
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('screening', 'screening', 'NN', 'I-NP', 'O')
('test,', 'test,', 'NN', 'I-NP', 'O')
('PSA', 'PSA', 'NN', 'I-NP', 'B-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('sensitivity', 'sensitivity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('about', 'about', 'RB', 'B-NP', 'O')
('67.5%', '67.5%', 'CD', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('80%', '80%', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('specificity', 'specificity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('about', 'about', 'RB', 'B-NP', 'O')
('60%', '60%', 'CD', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('70%', '70%', 'CD', 'B-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('greater', 'great', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('4.0', '4.0', 'CD', 'B-NP', 'O')
('ng/ml_', 'ng/ml_', 'NN', 'I-NP', 'O')
('(American', '(American', 'NNP', 'I-NP', 'O')
('Urological', 'Urological', 'NNP', 'I-NP', 'O')
('Association,', 'Association,', 'NNP', 'I-NP', 'O')
('2000;', '2000;', ':', 'O', 'O')
('Catalona', 'Catalona', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', ',', 'O', 'O')
('1991;', '1991;', 'CD', 'B-NP', 'O')
('Brawer,', 'Brawer,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', 'CD', 'I-NP', 'O')
('Oesterling', 'Oesterling', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', ',', 'O', 'O')
('1993;', '1993;', 'CD', 'B-NP', 'O')
('Carter', 'Carter', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1992).', '1992).', 'CD', 'B-NP', 'O')
Although autopsy studies have shown that approximately one in three men over age 50 has histological evidence of prostate cancer, most have clinically insignificant disease and only about 3% of men will die from it (American Urological Association, 2000).
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('autopsy', 'autopsy', 'NN', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('approximately', 'approximately', 'RB', 'B-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('in', 'in', 'IN', 'I-NP', 'O')
('three', 'three', 'CD', 'I-NP', 'O')
('men', 'man', 'NNS', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('age', 'age', 'NN', 'B-NP', 'O')
('50', '50', 'CD', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('histological', 'histological', 'JJ', 'B-NP', 'O')
('evidence', 'evidence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('prostate', 'prostate', 'NN', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('clinically', 'clinically', 'RB', 'B-NP', 'O')
('insignificant', 'insignificant', 'JJ', 'I-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('about', 'about', 'IN', 'I-NP', 'O')
('3%', '3%', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('men', 'man', 'NNS', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('die', 'die', 'VB', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('(American', '(American', 'NNP', 'B-NP', 'O')
('Urological', 'Urological', 'NNP', 'I-NP', 'O')
('Association,', 'Association,', 'NNP', 'I-NP', 'O')
('2000).', '2000).', '.', 'O', 'O')
Edwards    et    al.
('Edwards', 'Edwards', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2005)    conduct    a    genotypic    test    of association using the Pearson chi-square test statistic on 2x3    contingency    tables    in    the    presence    of    phenotype errors.
('(2005)', '(2005)', 'LS', 'B-NP', 'O')
('conduct', 'conduct', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('genotypic', 'genotypic', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('association', 'association', 'NN', 'B-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Pearson', 'Pearson', 'NNP', 'I-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistic', 'statistic', 'JJ', 'B-ADJP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('2x3', '2x3', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('presence', 'presence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('phenotype', 'phenotype', 'NN', 'B-NP', 'O')
('errors.', 'errors.', 'NN', 'I-NP', 'O')
Sample size or power is obtained as a function of noncentrality parameter expressed in terms of sample sizes, genotype frequencies, and phenotype error model parameters.
('Sample', 'Sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('noncentrality', 'noncentrality', 'JJ', 'B-NP', 'O')
('parameter', 'parameter', 'NN', 'I-NP', 'O')
('expressed', 'express', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('terms', 'term', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('sample', 'sample', 'NN', 'B-NP', 'O')
('sizes,', 'sizes,', 'NN', 'I-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('frequencies,', 'frequencies,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('parameters.', 'parameters.', 'NN', 'I-NP', 'O')
Zheng and Tian (2005) investigate the impact of phenotype errors on sample size and power using the Cochran-Armitage     trend     test     under     various     genetic models.
('Zheng', 'Zheng', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Tian', 'Tian', 'JJ', 'I-NP', 'O')
('(2005)', '(2005)', 'LS', 'O', 'O')
('investigate', 'investigate', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('impact', 'impact', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('phenotype', 'phenotype', 'NN', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('sample', 'sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Cochran-Armitage', 'Cochran-Armitage', 'NN', 'I-NP', 'O')
('trend', 'trend', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('models.', 'models.', 'NN', 'I-NP', 'O')
Both Edwards et al.
('Both', 'Both', 'DT', 'B-NP', 'O')
('Edwards', 'Edwards', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2005) and Zheng and Tian (2005) make a key assumption that phenotype errors are random and independent, and furthermore they are non-differential with respect to a particular genotype.
('(2005)', '(2005)', 'LS', 'B-LST', 'O')
('and', 'and', 'CC', 'O', 'O')
('Zheng', 'Zheng', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Tian', 'Tian', 'JJ', 'B-NP', 'O')
('(2005)', '(2005)', 'LS', 'B-LST', 'O')
('make', 'make', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('key', 'key', 'JJ', 'I-NP', 'O')
('assumption', 'assumption', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('phenotype', 'phenotype', 'NN', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('random', 'random', 'JJ', 'B-ADJP', 'O')
('and', 'and', 'CC', 'I-ADJP', 'O')
('independent,', 'independent,', 'JJ', 'I-ADJP', 'O')
('and', 'and', 'CC', 'O', 'O')
('furthermore', 'furthermore', 'RB', 'B-ADVP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('non-differential', 'non-differential', 'JJ', 'B-ADJP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('respect', 'respect', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('particular', 'particular', 'JJ', 'I-NP', 'O')
('genotype.', 'genotype.', 'NN', 'I-NP', 'O')
Both Zheng and Tian (2005) and Edwards et al.
('Both', 'Both', 'CC', 'O', 'O')
('Zheng', 'Zheng', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Tian', 'Tian', 'JJ', 'B-ADJP', 'O')
('(2005)', '(2005)', 'LS', 'B-LST', 'O')
('and', 'and', 'CC', 'O', 'O')
('Edwards', 'Edwards', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2005) illustrate that phenotype misclassification errors can substantially decrease the asymptotic power to detect association between a trait locus and a marker locus.
('(2005)', '(2005)', 'LS', 'B-NP', 'O')
('illustrate', 'illustrate', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('phenotype', 'phenotype', 'NN', 'B-NP', 'O')
('misclassification', 'misclassification', 'NN', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('substantially', 'substantially', 'RB', 'I-VP', 'O')
('decrease', 'decrease', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('asymptotic', 'asymptotic', 'JJ', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('detect', 'detect', 'VB', 'I-VP', 'O')
('association', 'association', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('trait', 'trait', 'NN', 'I-NP', 'B-DNA')
('locus', 'locus', 'NN', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('locus.', 'locus.', 'NN', 'I-NP', 'O')
Software PAWE-PH to estimate power or sample size under random phenotype misclassification errors or diagnostic errors is available from the website http://linkage .
('Software', 'Software', 'NN', 'B-NP', 'O')
('PAWE-PH', 'PAWE-PH', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('random', 'random', 'JJ', 'B-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('misclassification', 'misclassification', 'NN', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('diagnostic', 'diagnostic', 'JJ', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('available', 'available', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('website', 'website', 'NN', 'I-NP', 'O')
('http://linkage', 'http://linkage', 'NN', 'I-NP', 'O')
('.', '.', '.', 'O', 'O')
rockefeller.edu/pawe/paweph.htm.
('rockefeller.edu/pawe/paweph.htm.', 'rockefeller.edu/pawe/paweph.htm.', 'LS', 'B-LST', 'O')
One of interesting findings is that for many diseases in which prevalence is less than or equal to 10%, it is much more important to insure that cases are truly cases rather than controls being truly controls (Edwards et al., 2CO5, Zheng and Tian, 2005).
('One', 'One', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interesting', 'interesting', 'JJ', 'B-NP', 'O')
('findings', 'finding', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('diseases', 'disease', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('less', 'less', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('or', 'or', 'CC', 'O', 'O')
('equal', 'equal', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('10%,', '10%,', 'CD', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('much', 'much', 'RB', 'B-ADJP', 'O')
('more', 'more', 'RBR', 'I-ADJP', 'O')
('important', 'important', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('insure', 'insure', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('truly', 'truly', 'RB', 'B-ADVP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('rather', 'rather', 'RB', 'B-CONJP', 'O')
('than', 'than', 'IN', 'I-CONJP', 'O')
('controls', 'control', 'NNS', 'B-NP', 'O')
('being', 'be', 'VBG', 'B-VP', 'O')
('truly', 'truly', 'RB', 'B-ADVP', 'O')
('controls', 'control', 'VBZ', 'B-VP', 'O')
('(Edwards', '(Edwards', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2CO5,', '2CO5,', 'NNP', 'B-NP', 'O')
('Zheng', 'Zheng', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Tian,', 'Tian,', 'NNP', 'B-NP', 'O')
('2005).', '2005).', 'CD', 'I-NP', 'O')
That is, it is much more important to have less phenotype errors in cases than in controls.
('That', 'That', 'DT', 'B-NP', 'O')
('is,', 'is,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('much', 'much', 'RB', 'B-ADJP', 'O')
('more', 'more', 'RBR', 'I-ADJP', 'O')
('important', 'important', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('less', 'less', 'JJR', 'B-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('controls.', 'controls.', 'NN', 'B-NP', 'O')
Ji et al.
('Ji', 'Ji', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(in press) derive the sample size and power esti­mates using the noncentrality parameter for the Likelihood Ratio Test Allowing for Error (LRTae) in the presence of random phenotype and genotype errors.
('(in', '(in', 'LS', 'B-NP', 'O')
('press)', 'press)', 'NN', 'I-NP', 'O')
('derive', 'derive', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('esti\xad', 'esti\xad', 'NN', 'I-NP', 'O')
('mates', 'mat', 'VBZ', 'B-VP', 'O')
('using', 'use', 'VBG', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('noncentrality', 'noncentrality', 'JJ', 'I-NP', 'O')
('parameter', 'parameter', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Likelihood', 'Likelihood', 'NNP', 'I-NP', 'O')
('Ratio', 'Ratio', 'NNP', 'I-NP', 'O')
('Test', 'Test', 'NNP', 'I-NP', 'O')
('Allowing', 'Allowing', 'NNP', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('Error', 'Error', 'NNP', 'B-NP', 'O')
('(LRTae)', '(LRTae)', 'NNP', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('presence', 'presence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('random', 'random', 'JJ', 'B-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('errors.', 'errors.', 'NN', 'I-NP', 'O')
They justify the sample size and power through simu­ lations using various combinations of genotype frequen­ cies, phenotype and genotype misclassification proba­ bilities, total sample size, and ratio of cases to controls.
('They', 'They', 'PRP', 'B-NP', 'O')
('justify', 'justify', 'VBP', 'B-VP', 'O')
